order_num,order_date,attribution,subtotal,total_ol_discount,discounts,shipping,tax,total
224669,2026-05-11,Search,136.35,0,0,0,13.64,149.99
224668,2026-05-11,Adwords,45.36,0,0,9.05,5.44,59.85
224666,2026-05-11,Adwords,45.36,0,0,9.05,5.44,59.85
224664,2026-05-11,"Campaign (UTM)",9.79,9.79,0,0,0,0
224662,2026-05-11,Adwords,9.05,0,0,9.05,1.8,19.9
224661,2026-05-11,Direct,96.1,0,0,0,9.6,105.7
224660,2026-05-11,"Campaign (UTM)",8.51,8.51,0,0,0,0
224659,2026-05-11,"Campaign (UTM)",8.51,8.51,0,0,0,0
224658,2026-05-11,"Campaign (UTM)",8.51,8.51,0,0,0,0
224657,2026-05-11,"Campaign (UTM)",8.51,8.51,0,0,0,0
224656,2026-05-11,"Campaign (UTM)",8.51,8.51,0,0,0,0
224655,2026-05-11,"Campaign (UTM)",27.23,0,0,9.05,3.62,39.9
224654,2026-05-10,Direct,9.79,9.79,0,0,0,0
224653,2026-05-10,"Campaign (UTM)",28.27,0,0,8.65,0,36.91
224652,2026-05-10,Adwords,18.08,0,5,9.05,2.26,24.85
224651,2026-05-10,Search,178.89,0,0,0,17.91,196.8
224650,2026-05-10,"Campaign (UTM)",47.08,0,0,10.26,0,57.35
224649,2026-05-10,Adwords,9.05,0,0,9.05,1.8,19.9
224648,2026-05-10,"Campaign (UTM)",9.79,9.79,0,0,0,0
224647,2026-05-10,"Campaign (UTM)",147.85,0,0,0,14.8,162.65
224646,2026-05-10,"Campaign (UTM)",19.9,0,0,9.05,2.9,31.85
224645,2026-05-10,Referrer,28.27,0,0,8.65,0,36.91
224644,2026-05-10,"Campaign (UTM)",8.51,8.51,0,0,0,0
224643,2026-05-10,Direct,99.77,0,5.49,0,9.48,104.26
224641,2026-05-10,Direct,245.67,0,0,0,24.58,270.25
224640,2026-05-10,Adwords,20.81,0,5,9.05,2.53,27.85
224639,2026-05-10,Adwords,9.05,0,0,9.05,1.8,19.9
224638,2026-05-10,"Campaign (UTM)",9.79,9.79,0,0,0,0
224637,2026-05-10,Social,45.36,0,0,9.05,5.44,59.85
224636,2026-05-10,Adwords,106.26,0,9.45,0,0,96.8
224635,2026-05-10,"Campaign (UTM)",65.68,0,0,0,4.61,70.28
224634,2026-05-10,"Campaign (UTM)",162.63,0,0,0,16.27,178.9
224633,2026-05-10,Referrer,84.37,0,0,9.79,0,94.15
224632,2026-05-10,"Campaign (UTM)",27.23,0,0,9.05,3.62,39.9
224631,2026-05-10,Adwords,54.41,0,0,9.05,6.34,69.8
224630,2026-05-10,"Campaign (UTM)",131.35,0,0,0,9.21,140.56
224629,2026-05-10,Direct,45.36,0,0,9.05,5.44,59.85
224628,2026-05-10,"Campaign (UTM)",47.13,0,0,9.05,5.62,61.8
224627,2026-05-10,"Campaign (UTM)",18.03,0,0,0,1.55,19.58
224626,2026-05-10,Direct,123.26,8.51,0,0,0,114.75
224625,2026-05-10,Adwords,117.27,0,0,0,11.73,129
224624,2026-05-10,"Campaign (UTM)",140.56,0,0,0,0,140.56
224623,2026-05-10,Adwords,27.23,0,0,9.05,3.62,39.9
224622,2026-05-10,Search,56.53,0,0,10.26,0,66.8
224621,2026-05-10,"Campaign (UTM)",47.08,0,0,10.26,0,57.35
224620,2026-05-10,Adwords,27.23,0,0,9.05,3.62,39.9
224619,2026-05-10,"Campaign (UTM)",28.27,0,9.45,8.65,0,27.45
224618,2026-05-10,"Campaign (UTM)",140.56,0,0,0,0,140.56
224617,2026-05-10,Search,47.08,0,9.45,10.26,0,47.89
224616,2026-05-10,"Campaign (UTM)",94.16,0,0,10.26,0,104.42
224615,2026-05-10,"Campaign (UTM)",9.79,9.79,0,0,0,0
224614,2026-05-10,Adwords,101.68,0,0,0,10.18,111.86
224613,2026-05-09,Adwords,45.25,0,0,9.05,5.4,59.7
224612,2026-05-09,Adwords,47.08,0,9.45,10.26,0,47.89
224611,2026-05-09,Direct,55.45,0,0,9.05,6.45,70.95
224610,2026-05-09,Direct,11.77,0,0,9.05,2.08,22.9
224609,2026-05-09,Search,72.56,0,0,9.05,8.14,89.75
224608,2026-05-09,Adwords,9.95,0,0,9.05,1.9,20.9
224607,2026-05-09,"Campaign (UTM)",117.27,0,0,0,11.73,129
224602,2026-05-09,"Campaign (UTM)",27.23,0,0,9.05,3.62,39.9
224601,2026-05-09,Adwords,39.83,0,5,9.05,4.42,48.75
224600,2026-05-09,Direct,9.79,9.79,0,0,0,0
224599,2026-05-09,"Campaign (UTM)",112.46,0,0,0,0,112.46
224598,2026-05-09,"Campaign (UTM)",47.09,0,0,0,4.71,51.8
224597,2026-05-09,Direct,140.83,0,0,0,0,140.83
224596,2026-05-09,Direct,79.21,0,0,0,5.15,84.37
224595,2026-05-09,Direct,79.21,0,0,0,5.15,84.37
224594,2026-05-09,Direct,140.83,0,0,0,0,140.83
224593,2026-05-09,Direct,281.66,0,0,0,0,281.66
224592,2026-05-09,Direct,78.85,0,0,0,5.52,84.37
224591,2026-05-09,Direct,394.24,0,0,0,27.59,421.83
224590,2026-05-09,"Campaign (UTM)",8.51,8.51,0,0,0,0
224589,2026-05-09,Search,28.09,0,0,9.05,3.71,40.85
224588,2026-05-09,Adwords,43.5,0,0,9.05,5.25,57.8
224587,2026-05-08,Adwords,105.22,0,0,0,10.53,115.75
224586,2026-05-08,Adwords,79.72,0,0,9.05,8.88,97.65
224585,2026-05-08,"Campaign (UTM)",41.19,0,0,21.06,0,62.25
224584,2026-05-08,Adwords,41.64,0,0,9.05,5.06,55.75
224583,2026-05-08,Referrer,144.41,0,0,0,14.44,158.85
224582,2026-05-08,Direct,78.48,0,0,0,5.89,84.37
224581,2026-05-08,Direct,198.31,0,0,0,12.89,211.2
224580,2026-05-08,Direct,197.38,0,0,0,13.82,211.2
224579,2026-05-08,Direct,78.85,0,0,0,5.52,84.37
224578,2026-05-08,Direct,140.83,0,0,0,0,140.83
224577,2026-05-08,Direct,421.13,0,0,0,0,421.13
224576,2026-05-08,Direct,162.64,0,8.95,0,15.45,169.95
224575,2026-05-08,"Campaign (UTM)",66.19,0,5,9.05,7.06,77.75
224574,2026-05-08,Direct,90.73,0,0,9.05,9.97,109.75
224573,2026-05-08,"Campaign (UTM)",59.86,0,0,9.05,6.89,75.8
224572,2026-05-08,Direct,96.06,0,0,0,9.59,105.65
224571,2026-05-08,Adwords,90.72,0,0,9.05,9.98,109.75
224570,2026-05-08,"Campaign (UTM)",65.89,0,0,10.26,0,76.16
224569,2026-05-08,"Campaign (UTM)",45.36,0,0,9.05,5.44,59.85
224568,2026-05-08,Referrer,154.18,0,0,0,15.42,169.6
224567,2026-05-08,Direct,136.1,0,5,0,13.15,144.7
224566,2026-05-08,Adwords,36.28,0,0,9.05,4.52,49.85
224565,2026-05-08,Direct,47.08,0,2.59,9.05,5.38,59.16
224564,2026-05-08,Direct,54.46,0,0,9.05,6.34,69.85
224563,2026-05-08,Adwords,27.23,0,0,9.05,3.62,39.9
224562,2026-05-08,"Campaign (UTM)",9.79,9.79,0,0,0,0
224561,2026-05-08,Direct,249.63,0,0,0,24.97,274.6
224560,2026-05-08,Adwords,117.27,0,0,0,11.73,129
224559,2026-05-08,Direct,115.19,0,0,0,11.51,126.7
224558,2026-05-08,Direct,394.24,0,0,0,27.59,421.83
224557,2026-05-08,"Campaign (UTM)",8.51,8.51,0,0,0,0
224556,2026-05-08,Direct,281.66,0,0,0,0,281.66
224555,2026-05-08,Direct,394.24,0,0,0,27.59,421.83
224554,2026-05-08,Direct,79.21,0,0,0,5.15,84.37
224553,2026-05-08,Adwords,41.64,0,0,9.05,5.06,55.75
224552,2026-05-08,Direct,281.66,0,0,0,0,281.66
224551,2026-05-08,"Campaign (UTM)",9.79,9.79,0,0,0,0
224550,2026-05-08,Direct,78.85,0,0,0,5.52,84.37
224549,2026-05-08,Direct,140.83,0,0,0,0,140.83
224548,2026-05-08,Adwords,45.37,0,5,9.05,4.98,54.85
224546,2026-05-08,Direct,78.48,0,0,0,5.89,84.37
224545,2026-05-08,Direct,78.85,0,0,0,5.52,84.37
224544,2026-05-08,Direct,78.48,0,0,0,5.89,84.37
224543,2026-05-08,Direct,431.9,0,0,0,32.39,464.3
224542,2026-05-08,Direct,842.25,0,0,0,0,842.25
224541,2026-05-08,Direct,421.13,0,0,0,0,421.13
224540,2026-05-08,Direct,421.83,0,0,0,0,421.83
224539,2026-05-08,"Campaign (UTM)",28.27,0,0,8.65,0,36.91
224538,2026-05-08,Direct,433.92,0,0,0,30.38,464.3
224537,2026-05-08,Search,9.05,0,0,9.05,1.8,19.9
224536,2026-05-08,"Campaign (UTM)",64.56,0,0,0,5.72,70.28
224535,2026-05-08,"Campaign (UTM)",70.28,0,0,0,0,70.28
224534,2026-05-08,"Campaign (UTM)",90.72,0,0,9.05,9.98,109.75
224533,2026-05-08,Search,161.82,0,5,0,15.73,173
224531,2026-05-07,Direct,26.28,0,9.45,8.65,0,25.47
224527,2026-05-07,Adwords,66.18,0,0,9.05,7.52,82.75
224526,2026-05-07,"Campaign (UTM)",23.54,0,0,9.05,3.26,35.85
224525,2026-05-07,Direct,78.18,0,0,9.05,8.72,95.95
224524,2026-05-07,"Campaign (UTM)",27.22,0,1.5,9.05,3.49,38.4
224523,2026-05-07,"Campaign (UTM)",54.46,0,0,9.05,6.34,69.85
224522,2026-05-07,Direct,106.18,0,0,0,10.62,116.8
224521,2026-05-07,"Campaign (UTM)",28.27,0,0,8.65,0,36.91
224520,2026-05-07,"Campaign (UTM)",45.36,0,0,9.05,5.44,59.85
224519,2026-05-07,"Campaign (UTM)",45.36,0,0,9.05,5.44,59.85
224518,2026-05-07,Adwords,36.28,0,0,9.05,4.52,49.85
224517,2026-05-07,Referrer,45.36,0,0,9.05,5.44,59.85
224516,2026-05-07,Direct,47.08,0,9.45,10.26,0,47.89
224515,2026-05-07,Direct,235.44,0,0,0,17.66,253.1
224514,2026-05-07,"Campaign (UTM)",8.51,8.51,0,0,0,0
224513,2026-05-07,Adwords,117.27,0,0,0,11.73,129
224512,2026-05-07,Adwords,9.05,0,0,9.05,1.8,19.9
224511,2026-05-07,Direct,842.25,0,0,0,0,842.25
224510,2026-05-07,Direct,78.85,0,0,0,5.52,84.37
224509,2026-05-07,Direct,281.66,0,0,0,0,281.66
224508,2026-05-07,Direct,78.48,0,0,0,5.89,84.37
224507,2026-05-07,Direct,78.85,0,0,0,5.52,84.37
224506,2026-05-07,Adwords,56.53,0,0,8.65,0,65.17
224505,2026-05-07,Direct,78.85,0,0,0,5.52,84.37
224504,2026-05-07,Direct,78.48,0,0,0,5.89,84.37
224503,2026-05-07,"Campaign (UTM)",47.08,0,0,10.26,0,57.35
224502,2026-05-07,Adwords,117.27,0,0,0,11.73,129
224501,2026-05-07,Direct,281.66,0,0,0,0,281.66
224500,2026-05-07,Direct,78.85,0,0,0,5.52,84.37
224499,2026-05-07,Direct,85.16,0,0,9.05,9.44,103.65
224498,2026-05-07,Direct,157.69,0,0,0,11.04,168.73
224497,2026-05-07,Adwords,35.31,0,0,9.05,4.44,48.8
224496,2026-05-07,Direct,140.83,0,0,0,0,140.83
224495,2026-05-07,"Campaign (UTM)",45.36,0,0,9.05,5.44,59.85
224493,2026-05-07,Adwords,9.95,0,0,9.05,1.9,20.9
224492,2026-05-07,"Campaign (UTM)",96.28,0,0,0,9.62,105.9
224491,2026-05-07,"Campaign (UTM)",132.26,0,9.45,0,0,122.8
224490,2026-05-07,"Campaign (UTM)",50.78,0,5,9.05,5.52,60.8
224489,2026-05-07,"Campaign (UTM)",117.27,0,0,0,11.73,129
224488,2026-05-07,Direct,99.77,0,0,0,9.98,109.75
224487,2026-05-07,Direct,18.1,0,0,9.05,2.7,29.85
224486,2026-05-07,"Campaign (UTM)",45.36,0,0,9.05,5.44,59.85
224485,2026-05-07,"Campaign (UTM)",45.36,0,0,9.05,5.44,59.85
224484,2026-05-07,"Campaign (UTM)",72.56,0,0,9.05,8.14,89.75
224483,2026-05-07,Direct,81.69,0,0,9.05,9.06,99.8
224482,2026-05-07,Adwords,68.91,0,5,9.05,7.34,80.75
224481,2026-05-07,Adwords,111.54,0,0,0,11.16,122.7
224480,2026-05-07,"Campaign (UTM)",47.14,0,0,9.05,5.61,61.8
224479,2026-05-07,"Campaign (UTM)",48.05,0,0,9.05,5.7,62.8
224478,2026-05-07,"Campaign (UTM)",39,0,0,9.05,4.8,52.85
224477,2026-05-07,"Campaign (UTM)",117.27,0,0,0,11.73,129
224476,2026-05-07,"Campaign (UTM)",45.37,0,5,9.05,4.98,54.85
224475,2026-05-07,"Campaign (UTM)",63.34,0,0,17.38,12.12,92.84
224474,2026-05-07,Adwords,27.23,0,0,9.05,3.62,39.9
224473,2026-05-07,Adwords,32.95,0,0,9.05,4.2,46.2
224472,2026-05-07,Direct,281.66,0,0,0,0,281.66
224471,2026-05-07,Direct,421.13,0,0,0,0,421.13
224470,2026-05-07,Direct,842.25,0,0,0,0,842.25
224469,2026-05-07,Direct,78.85,0,0,0,5.52,84.37
224468,2026-05-07,Direct,421.13,0,0,0,0,421.13
224467,2026-05-07,"Campaign (UTM)",54.55,0,0,10.26,0,64.81
224466,2026-05-07,Direct,140.83,0,0,0,0,140.83
224465,2026-05-07,Direct,158.42,0,0,0,10.31,168.73
224464,2026-05-07,Direct,197.15,0,0,0,0,197.15
224463,2026-05-07,Direct,281.66,0,0,0,0,281.66
224462,2026-05-07,"Campaign (UTM)",70.28,0,0,0,0,70.28
224461,2026-05-07,Adwords,54.46,0,0,9.05,6.34,69.85
224460,2026-05-07,Referrer,98.32,0,0,0,9.83,108.15
224459,2026-05-07,"Campaign (UTM)",70.28,0,0,0,0,70.28
224458,2026-05-07,Direct,47.08,0,0,10.26,0,57.35
224457,2026-05-07,Direct,82.37,0,0,21.06,0,103.43
224454,2026-05-07,"Campaign (UTM)",8.51,8.51,0,0,0,0
224453,2026-05-07,Direct,421.13,0,0,0,0,421.13
224452,2026-05-07,Direct,421.13,0,0,0,0,421.13
224451,2026-05-07,Direct,421.13,0,0,0,0,421.13
224450,2026-05-07,Direct,421.13,0,0,0,0,421.13
224449,2026-05-07,Direct,421.13,0,0,0,0,421.13
224448,2026-05-07,"Campaign (UTM)",9.79,9.79,0,0,0,0
224447,2026-05-07,Adwords,136.35,0,0,0,13.64,149.99
224446,2026-05-06,Direct,47.08,0,0,10.26,0,57.35
224445,2026-05-06,Social,56.53,0,0,10.26,0,66.8
224444,2026-05-06,Adwords,54.44,0,5,9.05,5.9,64.85
224443,2026-05-06,Direct,21.72,0,0,9.05,3.08,33.85
224442,2026-05-06,Adwords,146.03,0,0,0,14.62,160.65
224441,2026-05-06,"Campaign (UTM)",143.41,0,0,0,14.34,157.75
224440,2026-05-06,Search,78,0,0,9.05,8.7,95.75
224439,2026-05-06,Adwords,90.72,0,0,9.05,9.98,109.75
224438,2026-05-06,Referrer,28.27,0,9.45,8.65,0,27.45
224437,2026-05-06,Direct,47.08,0,2.36,10.26,0,54.98
224436,2026-05-06,Adwords,46.23,0,0,9.05,5.52,60.8
224435,2026-05-06,"Campaign (UTM)",47.08,0,0,10.26,0,57.35
224434,2026-05-06,Adwords,99,0,0,0,9.9,108.9
224433,2026-05-06,Direct,220.04,0,0,0,5.15,225.2
224432,2026-05-06,Direct,392.39,0,0,0,29.44,421.83
224431,2026-05-06,Direct,607.55,0,0,0,39.49,647.04
224430,2026-05-06,Referrer,47.08,0,0,10.26,0,57.35
224429,2026-05-06,Direct,78.48,0,0,0,5.89,84.37
224428,2026-05-06,Adwords,54.46,0,0,9.05,6.34,69.85
224427,2026-05-06,Adwords,45.36,0,0,9.05,5.44,59.85
224426,2026-05-06,Direct,78.48,0,0,0,5.89,84.37
224425,2026-05-06,Direct,78.48,0,0,0,5.89,84.37
224424,2026-05-06,Direct,45.36,0,0,9.05,5.44,59.85
224423,2026-05-06,Adwords,66.18,0,0,0,6.62,72.8
224422,2026-05-06,Adwords,98.21,0,0,0,9.84,108.05
224421,2026-05-06,Search,27.23,0,0,9.05,3.62,39.9
224420,2026-05-06,"Campaign (UTM)",117.27,0,0,0,11.73,129
224419,2026-05-06,Search,136.35,0,0,0,13.64,149.99
224418,2026-05-06,Adwords,36.28,0,0,9.05,4.52,49.85
224417,2026-05-06,"Campaign (UTM)",56.53,0,0,10.26,0,66.8
224416,2026-05-06,"Campaign (UTM)",75.53,0,0,10.26,0,85.8
224415,2026-05-06,"Campaign (UTM)",9.79,9.79,0,0,0,0
224414,2026-05-06,"Campaign (UTM)",9.79,9.79,0,0,0,0
224413,2026-05-06,Referrer,18.14,0,0,9.05,2.71,29.9
224412,2026-05-06,Adwords,99.77,0,0,0,9.98,109.75
224411,2026-05-06,Direct,17.41,0,0,9.05,2.65,29.11
224407,2026-05-06,Direct,95.46,0,5,0,9.09,100
224406,2026-05-06,Direct,75.35,0,0,10.26,0,85.61
224405,2026-05-06,"Campaign (UTM)",42.18,0,0,0,0,42.18
224404,2026-05-06,"Campaign (UTM)",27.23,0,0,9.05,3.62,39.9
224401,2026-05-06,Direct,396.08,0,0,0,25.75,421.83
224400,2026-05-06,Direct,79.21,0,0,0,5.15,84.37
224399,2026-05-06,Direct,79.21,0,0,0,5.15,84.37
224398,2026-05-06,Direct,78.48,0,0,0,5.89,84.37
224397,2026-05-06,Direct,392.39,0,0,0,29.44,421.83
224396,2026-05-06,Direct,78.85,0,0,0,5.52,84.37
224395,2026-05-06,Direct,78.85,0,0,0,5.52,84.37
224394,2026-05-06,Direct,78.85,0,0,0,5.52,84.37
224393,2026-05-06,Direct,78.85,0,0,0,5.52,84.37
224392,2026-05-06,Direct,140.83,0,0,0,0,140.83
224391,2026-05-06,"Campaign (UTM)",45.36,0,0,9.05,5.44,59.85
224390,2026-05-06,Direct,28.27,0,0,8.65,0,36.91
224389,2026-05-06,Search,42.11,0,0,0,0,42.11
224388,2026-05-06,Adwords,45.25,0,0,9.05,5.4,59.7
224387,2026-05-06,Adwords,45.36,0,0,9.05,5.44,59.85
224386,2026-05-06,Adwords,78.18,0,0,9.05,8.72,95.95
224385,2026-05-06,Direct,84.37,0,0,0,0,84.37
224384,2026-05-06,Direct,842.25,0,0,0,0,842.25
224383,2026-05-06,Direct,78.85,0,0,0,5.52,84.37
224382,2026-05-06,Direct,78.85,0,0,0,5.52,84.37
224381,2026-05-06,"Campaign (UTM)",112.61,0,0,0,0,112.61
224380,2026-05-06,Direct,533.23,0,0,0,29.44,562.66
224379,2026-05-06,Direct,78.85,0,0,0,5.52,84.37
224378,2026-05-06,Direct,79.21,0,0,0,5.15,84.37
224377,2026-05-06,Direct,78.85,0,0,0,5.52,84.37
224376,2026-05-06,Direct,79.21,0,0,0,5.15,84.37
224375,2026-05-06,Referrer,112.46,0,0,0,0,112.46
224374,2026-05-06,Direct,27.23,0,0,9.05,3.62,39.9
224373,2026-05-06,"Campaign (UTM)",9.79,9.79,0,0,0,0
224372,2026-05-06,Direct,42.18,0,0,0,0,42.18
224371,2026-05-06,Direct,20.61,0,0,8.65,0,29.25
224370,2026-05-06,"Campaign (UTM)",120.68,0,0,0,12.07,132.75
224369,2026-05-05,Direct,140.83,0,0,0,0,140.83
224368,2026-05-05,"Campaign (UTM)",8.51,8.51,0,0,0,0
224367,2026-05-05,"Campaign (UTM)",24.46,0,5,9.05,2.89,31.85
224364,2026-05-05,Referrer,9.05,0,0,9.05,1.8,19.9
224363,2026-05-05,Direct,129.04,0,0,0,12.91,141.95
224361,2026-05-05,Adwords,102.49,0,0,0,10.26,112.75
224360,2026-05-05,"Campaign (UTM)",14.94,0,0,6.15,0,21.08
224357,2026-05-05,Adwords,29.2,0,5,9.05,3.36,37.06
224356,2026-05-05,Direct,36.28,0,0,9.05,4.52,49.85
224355,2026-05-05,Referrer,28.95,0,0,0,2.9,31.85
224354,2026-05-05,Adwords,41.73,0,0,9.05,5.07,55.85
224353,2026-05-05,"Campaign (UTM)",9.79,9.79,0,0,0,0
224352,2026-05-05,"Campaign (UTM)",9.79,9.79,0,0,0,0
224351,2026-05-05,Adwords,45.36,0,0,9.05,5.44,59.85
224350,2026-05-05,Direct,236.54,0,0,0,16.56,253.1
224349,2026-05-05,Direct,842.25,0,0,0,0,842.25
224348,2026-05-05,Adwords,117.27,0,0,0,11.73,129
224347,2026-05-05,Direct,396.08,0,0,0,25.75,421.83
224346,2026-05-05,Direct,78.48,0,0,0,5.89,84.37
224345,2026-05-05,Direct,281.66,0,0,0,0,281.66
224344,2026-05-05,Direct,27.23,0,0,9.05,3.62,39.9
224343,2026-05-05,Search,9.05,0,0,9.05,1.8,19.9
224342,2026-05-05,Direct,235.44,0,0,0,17.66,253.1
224341,2026-05-05,Direct,421.13,0,0,0,0,421.13
224340,2026-05-05,Direct,78.48,0,0,0,5.89,84.37
224339,2026-05-05,Direct,78.85,0,0,0,5.52,84.37
224338,2026-05-05,Direct,140.83,0,0,0,0,140.83
224337,2026-05-05,Search,63.51,0,0,9.05,7.24,79.8
224336,2026-05-05,Direct,78.48,0,0,0,5.89,84.37
224335,2026-05-05,Direct,140.83,0,0,0,0,140.83
224334,2026-05-05,Direct,78.85,0,0,0,5.52,84.37
224333,2026-05-05,Direct,281.66,0,0,0,0,281.66
224332,2026-05-05,Direct,78.85,0,0,0,5.52,84.37
224331,2026-05-05,Direct,78.85,0,0,0,5.52,84.37
224328,2026-05-05,Adwords,28.27,0,0,8.65,0,36.91
224326,2026-05-05,Direct,394.24,0,0,0,27.59,421.83
224325,2026-05-05,Direct,78.85,0,0,0,5.52,84.37
224324,2026-05-05,Direct,157.69,0,0,0,11.04,168.73
224323,2026-05-05,Adwords,45.36,0,0,9.05,5.44,59.85
224322,2026-05-05,"Campaign (UTM)",9.79,0,7.04,0,0,2.75
224321,2026-05-05,Direct,144.41,0,7.94,0,13.72,150.91
224320,2026-05-05,Direct,75.13,0,0,0,7.52,82.65
224319,2026-05-05,"Campaign (UTM)",137.23,0,0,0,13.72,150.95
224318,2026-05-05,"Campaign (UTM)",48.05,0,0,9.05,5.7,62.8
224317,2026-05-05,Direct,54.41,0,0,0,5.44,59.85
224316,2026-05-05,"Campaign (UTM)",63.51,0,0,9.05,7.24,79.8
224315,2026-05-05,"Campaign (UTM)",8.51,8.51,0,0,0,0
224314,2026-05-05,"Campaign (UTM)",9.79,9.79,0,0,0,0
224313,2026-05-05,"Campaign (UTM)",8.51,8.51,0,0,0,0
224312,2026-05-05,"Campaign (UTM)",102.49,0,0,0,10.26,112.75
224311,2026-05-05,Adwords,18.1,0,0,9.05,2.7,29.85
224310,2026-05-05,Referrer,60.82,0,3.35,9.05,6.68,73.5
224309,2026-05-05,Adwords,72.5,0,0,9.05,8.15,89.7
224302,2026-05-05,"Campaign (UTM)",9.79,9.79,0,0,0,0
224301,2026-05-05,Direct,78.85,0,0,0,5.52,84.37
224300,2026-05-05,Direct,78.85,0,0,0,5.52,84.37
224299,2026-05-05,Direct,79.21,0,0,0,5.15,84.37
224298,2026-05-05,Direct,78.85,0,0,0,5.52,84.37
224297,2026-05-05,Direct,421.13,0,0,0,0,421.13
224296,2026-05-05,Direct,78.85,0,0,0,5.52,84.37
224295,2026-05-05,Direct,394.24,0,0,0,27.59,421.83
224294,2026-05-05,Direct,140.83,0,0,0,0,140.83
224293,2026-05-05,Direct,281.66,0,0,0,0,281.66
224292,2026-05-05,Direct,140.83,0,0,0,0,140.83
224291,2026-05-05,Direct,158.44,0,0,0,10.3,168.73
224290,2026-05-05,Direct,79.21,0,0,0,5.15,84.37
224289,2026-05-05,Direct,313.92,0,0,0,23.55,337.46
224288,2026-05-05,"Campaign (UTM)",74.97,0,0,10.26,0,85.23
224287,2026-05-05,Direct,630.77,0,0,0,44.15,674.93
224286,2026-05-05,"Campaign (UTM)",32.59,0,0,9.05,4.16,45.8
224285,2026-05-05,Adwords,36.28,0,0,9.05,4.52,49.85
224284,2026-05-05,Direct,140.83,0,0,0,0,140.83
224283,2026-05-05,Direct,140.83,0,0,0,0,140.83
224282,2026-05-05,"Campaign (UTM)",28.27,0,0,8.65,0,36.91
224281,2026-05-05,Direct,79.21,0,0,0,5.15,84.37
224280,2026-05-05,Direct,237.66,0,0,0,15.44,253.1
224279,2026-05-05,Direct,98.58,0,0,0,0,98.58
224278,2026-05-05,Direct,70.41,0,0,0,0,70.41
224277,2026-05-05,Direct,79.59,0,0,0,4.77,84.37
224276,2026-05-05,Direct,98.58,0,0,0,0,98.58
224275,2026-05-05,Direct,140.82,0,0,0,0,140.82
224274,2026-05-04,Direct,211.2,0,0,0,0,211.2
224273,2026-05-04,Adwords,136.35,0,0,0,13.64,149.99
224272,2026-05-04,Direct,27.23,0,0,9.05,3.62,39.9
224270,2026-05-04,Adwords,39.8,0,0,9.05,4.9,53.75
224269,2026-05-04,Direct,117.27,0,0,0,11.73,129
224268,2026-05-04,"Campaign (UTM)",95.45,0,0,0,9.55,105
224267,2026-05-04,Adwords,136.35,0,0,0,13.64,149.99
224266,2026-05-04,"Campaign (UTM)",292.37,0,0,0,29.23,321.6
224265,2026-05-04,Direct,122.39,0,0,0,12.27,134.66
224263,2026-05-04,Adwords,9.05,0,0,0,0.9,9.95
224262,2026-05-04,Direct,158.44,0,0,0,10.3,168.73
224261,2026-05-04,Direct,235.44,0,0,0,17.66,253.1
224260,2026-05-04,Direct,140.83,0,0,0,0,140.83
224259,2026-05-04,Direct,392.39,0,0,0,29.44,421.83
224258,2026-05-04,Direct,431.9,0,0,0,32.39,464.3
224257,2026-05-04,Direct,78.85,0,0,0,5.52,84.37
224256,2026-05-04,Direct,98.58,0,0,0,0,98.58
224255,2026-05-04,Direct,158.42,0,0,0,10.31,168.73
224254,2026-05-04,Direct,78.85,0,0,0,5.52,84.37
224253,2026-05-04,Direct,199.24,0,0,0,11.96,211.2
224252,2026-05-04,Direct,79.21,0,0,0,5.15,84.37
224251,2026-05-04,Direct,140.83,0,0,0,0,140.83
224250,2026-05-04,Adwords,18.1,0,0,9.05,2.7,29.85
224249,2026-05-04,Direct,20.61,0,9.45,8.65,0,19.8
224248,2026-05-04,Direct,106.25,0,5,0,10.16,111.86
224247,2026-05-04,"Campaign (UTM)",19.9,0,0,9.05,2.9,31.85
224246,2026-05-04,Adwords,21.72,0,0,9.05,3.08,33.85
224245,2026-05-04,"Campaign (UTM)",99.79,0,0,0,9.96,109.75
224244,2026-05-04,Adwords,145.14,0,0,0,14.51,159.65
224242,2026-05-04,Direct,32.59,0,0,9.05,4.16,45.8
224241,2026-05-04,Direct,11.77,0,0,9.05,2.08,22.9
224240,2026-05-04,Direct,47.08,0,2.36,10.26,0,54.98
224239,2026-05-04,Referrer,57.13,0,0,9.05,6.62,72.8
224238,2026-05-04,"Campaign (UTM)",28.27,0,0,8.65,0,36.91
224237,2026-05-04,"Campaign (UTM)",165.23,0,0,0,16.52,181.75
224232,2026-05-04,"Campaign (UTM)",132.26,0,0,0,0,132.26
224228,2026-05-03,Adwords,90.91,0,0,0,9.1,100.01
224227,2026-05-03,"Campaign (UTM)",9.79,9.79,0,0,0,0
224226,2026-05-03,Adwords,45.36,0,0,9.05,5.44,59.85
224225,2026-05-03,Adwords,20.82,0,0,9.05,2.98,32.85
224224,2026-05-03,"Campaign (UTM)",136.09,0,0,0,13.61,149.7
224223,2026-05-03,Adwords,78.18,0,0,9.05,8.72,95.95
224222,2026-05-03,Adwords,117.27,0,0,0,11.73,129
224221,2026-05-03,"Campaign (UTM)",117.27,0,0,0,11.73,129
224220,2026-05-03,"Campaign (UTM)",8.51,8.51,0,0,0,0
224219,2026-05-03,Direct,45.36,0,0,9.05,5.44,59.85
224217,2026-05-03,"Campaign (UTM)",45.36,0,0,9.05,5.44,59.85
