order_num,order_date,attribution,subtotal,total_ol_discount,discounts,shipping,tax,total
219251,2026-02-11,Direct,105.78,0,0,0,0,105.78
219250,2026-02-11,Direct,324.65,0,0,0,0,324.65
219249,2026-02-11,Direct,650.09,0,0,0,0,650.09
219248,2026-02-11,Referrer,64.93,6.49,0,7.95,0,66.4
219247,2026-02-11,Direct,194.79,0,0,0,0,194.79
219246,2026-02-11,Direct,486.57,0,0,0,0,486.57
219245,2026-02-11,Direct,162.72,0,0,0,0,162.72
219244,2026-02-11,Direct,113.9,0,0,0,0,113.9
219243,2026-02-11,Direct,64.93,0,0,0,0,64.93
219242,2026-02-11,Direct,113.9,0,0,0,0,113.9
219241,2026-02-11,Direct,324.65,0,0,0,0,324.65
219240,2026-02-11,Direct,162.72,0,0,0,0,162.72
219239,2026-02-11,Direct,486.57,0,0,0,0,486.57
219238,2026-02-11,Direct,389.59,0,0,0,0,389.59
219237,2026-02-11,Direct,1078.93,0,0,0,0,1078.93
219236,2026-02-11,Direct,64.93,0,0,0,0,64.93
219235,2026-02-11,Direct,64.93,0,0,0,0,64.93
219234,2026-02-11,"Campaign (UTM)",22.77,22.77,0,0,0,0
219233,2026-02-11,Direct,64.93,0,0,0,0,64.93
219232,2026-02-11,Direct,113.9,0,0,0,0,113.9
219231,2026-02-11,Direct,227.65,0,0,0,0,227.65
219230,2026-02-11,Direct,162.72,0,0,0,0,162.72
219229,2026-02-11,Direct,113.9,0,0,0,0,113.9
219228,2026-02-11,Direct,64.93,0,0,0,0,64.93
219227,2026-02-11,"Campaign (UTM)",20.46,20.46,0,0,0,0
219226,2026-02-11,Direct,113.9,0,0,0,0,113.9
219225,2026-02-11,Direct,64.93,0,0,0,0,64.93
219224,2026-02-11,Direct,486.57,0,0,0,0,486.57
219223,2026-02-11,Direct,162.72,0,0,0,0,162.72
219222,2026-02-11,Direct,64.93,0,0,0,0,64.93
219221,2026-02-11,Direct,64.93,0,0,0,0,64.93
219220,2026-02-11,Direct,129.86,0,0,0,0,129.86
219219,2026-02-11,Direct,973.15,0,0,0,0,973.15
219218,2026-02-11,Direct,105.78,0,0,0,0,105.78
219217,2026-02-11,Direct,324.65,0,0,0,0,324.65
219216,2026-02-11,Referrer,32.46,3.25,0,7.95,0,37.17
219215,2026-02-11,Direct,89.65,24.36,0,7.32,6.44,80.99
219214,2026-02-11,Adwords,55.9,6.15,10.28,10.26,4.09,55.32
219213,2026-02-11,Direct,27.95,3.08,0,8.65,2.51,36.32
219212,2026-02-11,"Campaign (UTM)",20.46,20.46,0,0,0,0
219211,2026-02-11,Direct,162.72,0,0,0,0,162.72
219210,2026-02-11,Direct,486.57,0,0,0,0,486.57
219209,2026-02-11,"Campaign (UTM)",20.46,20.46,0,0,0,0
219208,2026-02-11,"Campaign (UTM)",22.77,22.77,0,0,0,0
219207,2026-02-11,Direct,98.58,0,0,0,0,98.58
219206,2026-02-11,Direct,103.55,0,0,0,10.35,113.9
219205,2026-02-11,"Campaign (UTM)",162.32,40.6,0,0,0,121.72
219204,2026-02-11,Adwords,64.93,6.49,8.14,7.95,0,58.26
219203,2026-02-11,"Campaign (UTM)",22.77,22.77,0,0,0,0
219202,2026-02-11,Referrer,66.23,10.93,0,7.23,6.35,69.87
219201,2026-02-11,Direct,20.46,20.46,0,0,0,0
219200,2026-02-10,"Campaign (UTM)",48.05,13.22,0,7.23,4.32,47.58
219199,2026-02-10,Search,300.52,82.66,0,0,22.52,247.89
219198,2026-02-10,Referrer,55.88,9.22,0,8.65,4.77,60.93
219197,2026-02-10,Direct,58.88,16.2,0,7.23,5.12,56.5
219196,2026-02-10,"Campaign (UTM)",71.86,19.76,0,7.23,6.11,67.24
219194,2026-02-10,Search,34.08,24.46,0,0,0,9.62
219193,2026-02-10,Adwords,63.5,10.48,0,7.23,6.12,67.32
219192,2026-02-10,Adwords,104.17,17.98,0,0,13.28,101.82
219191,2026-02-10,"Campaign (UTM)",23.92,2.63,0,8.65,2.16,32.35
219190,2026-02-10,Direct,78.18,8.6,0,7.23,7.76,85.35
219189,2026-02-10,"Campaign (UTM)",20.46,20.46,0,0,0,0
219188,2026-02-10,"Campaign (UTM)",36.27,5.98,5,7.23,3.35,36.87
219187,2026-02-10,Direct,29.86,8.22,0,7.23,2.96,32.58
219186,2026-02-10,"Campaign (UTM)",83.83,13.84,0,10.26,7.14,88.65
219185,2026-02-10,Adwords,27.23,3,0,7.23,3.17,34.9
219184,2026-02-10,Direct,113.9,0,0,0,0,113.9
219183,2026-02-10,Direct,162.72,0,0,0,0,162.72
219182,2026-02-10,Direct,64.93,0,0,0,0,64.93
219181,2026-02-10,Direct,64.93,0,0,0,0,64.93
219180,2026-02-10,Direct,325.44,0,0,0,0,325.44
219179,2026-02-10,Direct,64.93,0,0,0,0,64.93
219178,2026-02-10,Direct,81.35,0,0,0,0,81.35
219177,2026-02-10,Referrer,86.07,23.69,0,7.23,7.19,78.96
219176,2026-02-10,Direct,162.72,0,0,0,0,162.72
219175,2026-02-10,Direct,64.93,0,0,0,0,64.93
219174,2026-02-10,Direct,162.72,0,0,0,0,162.72
219173,2026-02-10,Direct,486.57,0,0,0,0,486.57
219171,2026-02-10,"Campaign (UTM)",22.77,22.77,0,0,0,0
219170,2026-02-10,"Campaign (UTM)",62.71,9.41,0,7.95,0,61.25
219168,2026-02-10,"Campaign (UTM)",119.26,19.5,0,0,9.02,110.37
219167,2026-02-10,"Campaign (UTM)",97.95,26.95,0,0,7.35,80.8
219166,2026-02-10,Adwords,18.09,2.98,0,7.23,2.26,24.87
219165,2026-02-10,"Campaign (UTM)",90.68,24.95,0,7.23,7.52,82.75
219164,2026-02-10,Direct,102.51,28.2,0,0,7.68,84.55
219163,2026-02-10,"Campaign (UTM)",78.18,8.6,0,7.23,7.76,85.35
219162,2026-02-10,Referrer,129.74,35.69,0,0,9.72,107.01
219161,2026-02-10,"Campaign (UTM)",22.77,22.77,0,0,0,0
219160,2026-02-10,Direct,22.77,22.77,0,0,0,0
219159,2026-02-10,Search,136.35,0,0,0,13.64,149.99
219158,2026-02-10,"Campaign (UTM)",75.28,20.71,0,7.23,6.36,70.04
219157,2026-02-10,"Campaign (UTM)",22.77,22.77,0,0,0,0
219156,2026-02-10,Direct,22.77,22.77,0,0,0,0
219155,2026-02-10,"Campaign (UTM)",22.77,22.77,0,0,0,0
219154,2026-02-10,Referrer,64.93,6.49,0,7.95,0,66.4
219153,2026-02-10,Referrer,32.46,3.25,0,7.95,0,37.17
219152,2026-02-10,"Campaign (UTM)",156.97,43.18,0,0,11.76,129.47
219151,2026-02-10,"Campaign (UTM)",22.77,22.77,0,0,0,0
219150,2026-02-10,Adwords,72,20.71,0,13.04,10.06,77.09
219149,2026-02-10,Direct,64.93,0,0,0,0,64.93
219148,2026-02-10,Direct,64.93,0,0,0,0,64.93
219147,2026-02-10,Direct,324.65,0,0,0,0,324.65
219146,2026-02-10,Direct,81.35,0,0,0,0,81.35
219145,2026-02-10,Direct,162.72,0,0,0,0,162.72
219144,2026-02-10,Direct,64.93,0,0,0,0,64.93
219143,2026-02-10,Direct,64.93,0,0,0,0,64.93
219142,2026-02-10,Direct,324.65,0,0,0,0,324.65
219141,2026-02-10,Direct,64.93,0,0,0,0,64.93
219140,2026-02-10,Direct,325.44,0,0,0,0,325.44
219139,2026-02-10,Direct,64.93,0,0,0,0,64.93
219138,2026-02-10,Direct,113.9,0,0,0,0,113.9
219137,2026-02-10,Direct,162.72,0,0,0,0,162.72
219136,2026-02-10,Direct,129.86,0,0,0,0,129.86
219135,2026-02-10,Adwords,55.89,6.15,0,10.26,5.04,65.6
219134,2026-02-10,Direct,162.72,0,0,0,0,162.72
219133,2026-02-10,Direct,487.37,0,0,0,0,487.37
219132,2026-02-10,Direct,64.93,0,0,0,0,64.93
219131,2026-02-10,Direct,64.93,0,0,0,0,64.93
219130,2026-02-10,Direct,64.93,0,0,0,0,64.93
219129,2026-02-10,Direct,162.72,0,0,0,0,162.72
219128,2026-02-10,Direct,324.65,0,0,0,0,324.65
219127,2026-02-10,"Campaign (UTM)",22.77,22.77,0,0,0,0
219126,2026-02-10,Direct,486.57,0,0,0,0,486.57
219125,2026-02-10,"Campaign (UTM)",117.28,12.9,0,0,10.55,116.1
219124,2026-02-10,Direct,27.95,3.08,0,8.65,2.51,36.32
219123,2026-02-10,Direct,33.37,9.2,0,10.26,2.51,37.78
219122,2026-02-10,"Campaign (UTM)",235.39,58.87,0,0,0,176.52
219121,2026-02-10,"Campaign (UTM)",22.77,22.77,0,0,0,0
219120,2026-02-10,"Campaign (UTM)",56.57,5.65,0,7.95,0,58.86
219119,2026-02-10,Referrer,90.88,22.74,0,0,0,68.14
219117,2026-02-10,Referrer,235.57,58.92,0,0,0,176.65
219116,2026-02-10,"Campaign (UTM)",32.46,3.25,0,7.95,0,37.17
219115,2026-02-10,Direct,162.72,0,0,0,0,162.72
219113,2026-02-10,Direct,162.72,0,0,0,0,162.72
219112,2026-02-10,Direct,22.77,22.77,0,0,0,0
219111,2026-02-10,Direct,117.28,12.9,0,0,10.55,116.1
219110,2026-02-10,"Campaign (UTM)",7.39,0.82,0,6.15,0.66,13.45
219108,2026-02-09,"Campaign (UTM)",117.28,12.9,0,0,10.55,116.1
219106,2026-02-09,"Campaign (UTM)",117,32.19,0,0,8.77,96.51
219105,2026-02-09,Direct,20.46,20.46,0,0,0,0
219104,2026-02-09,Adwords,117.28,12.9,0,0,10.55,116.1
219103,2026-02-09,"Campaign (UTM)",20.46,20.46,0,0,0,0
219102,2026-02-09,"Campaign (UTM)",67.23,11.09,0,7.23,6.43,70.81
219101,2026-02-09,Adwords,259.86,71.47,0,0,19.49,214.38
219100,2026-02-09,Adwords,45.96,13.22,0,13.04,7.13,54.63
219099,2026-02-09,"Campaign (UTM)",22.77,22.77,0,0,0,0
219098,2026-02-09,Adwords,63.5,10.48,0,7.23,6.12,67.32
219097,2026-02-09,Referrer,160.76,44.22,0,0,12.07,132.63
219096,2026-02-09,Referrer,115.27,19.03,0,0,9.8,107.77
219095,2026-02-09,"Campaign (UTM)",48.05,13.22,0,7.23,4.32,47.58
219094,2026-02-09,Direct,39.8,10.96,0,7.23,3.72,40.79
219093,2026-02-09,Adwords,33.77,9.72,0,13.04,5.77,44.13
219092,2026-02-09,"Campaign (UTM)",22.77,22.77,0,0,0,0
219091,2026-02-09,Search,108.9,17.98,0,0,9.26,101.82
219090,2026-02-09,"Campaign (UTM)",54.46,5.99,0,7.23,5.62,61.86
219089,2026-02-09,Adwords,18.09,2.98,0,7.23,2.26,24.87
219088,2026-02-09,Direct,117.28,12.9,0,0,10.55,116.1
219087,2026-02-09,Referrer,43.78,6.56,0,7.95,0,45.17
219086,2026-02-09,Adwords,55.9,6.15,10.28,10.26,4.09,55.32
219084,2026-02-09,Search,11.77,1.3,0,7.23,1.78,19.6
219083,2026-02-09,"Campaign (UTM)",22.77,22.77,0,0,0,0
219082,2026-02-09,Referrer,27.95,3.08,0,8.65,2.51,36.32
219081,2026-02-09,Direct,613.33,92.01,0,0,0,521.32
219080,2026-02-09,Direct,64.93,0,0,0,0,64.93
219079,2026-02-09,Direct,162.72,0,0,0,0,162.72
219078,2026-02-09,Direct,64.93,0,0,0,0,64.93
219077,2026-02-09,Direct,64.93,0,0,0,0,64.93
219076,2026-02-09,Direct,64.93,0,0,0,0,64.93
219075,2026-02-09,Direct,973.15,0,0,0,0,973.15
219074,2026-02-09,Direct,162.72,0,0,0,0,162.72
219073,2026-02-09,Direct,389.59,0,0,0,0,389.59
219072,2026-02-09,Direct,64.93,0,0,0,0,64.93
219071,2026-02-09,Direct,64.93,0,0,0,0,64.93
219070,2026-02-09,Adwords,63.5,17.47,0,7.23,5.48,60.33
219069,2026-02-09,"Campaign (UTM)",64.93,6.49,0,7.95,0,66.4
219067,2026-02-08,"Campaign (UTM)",127,34.94,0,0,9.52,104.76
219066,2026-02-08,"Campaign (UTM)",27.94,3.08,10.28,8.65,1.58,26.03
219065,2026-02-08,"Campaign (UTM)",158.92,43.71,0,0,11.91,131.09
219064,2026-02-08,Adwords,55.89,6.15,0,10.26,5.04,65.6
219063,2026-02-08,"Campaign (UTM)",36.28,5.98,0,7.23,3.8,41.87
219062,2026-02-08,Direct,127.09,34.96,5,0,9.08,99.84
219061,2026-02-08,Adwords,156.35,25.8,0,0,13.3,146.2
219060,2026-02-08,Referrer,50.78,13.97,0,7.23,4.52,49.83
219059,2026-02-08,"Campaign (UTM)",68.89,18.96,0,10.26,5.16,67.08
219058,2026-02-08,"Campaign (UTM)",18.09,2.98,0,7.23,2.26,24.87
219057,2026-02-08,Direct,973.15,0,0,0,0,973.15
219056,2026-02-08,Direct,324.65,0,0,0,0,324.65
219055,2026-02-08,Direct,64.93,0,0,0,0,64.93
219054,2026-02-08,Adwords,171.19,47.07,5,0,12.38,136.23
219053,2026-02-08,Direct,390.37,0,0,0,0,390.37
219052,2026-02-08,Direct,162.72,0,0,0,0,162.72
219051,2026-02-08,Direct,113.9,0,0,0,0,113.9
219050,2026-02-08,Direct,162.72,0,0,0,0,162.72
219049,2026-02-08,Direct,324.65,0,0,0,0,324.65
219048,2026-02-08,Direct,325.44,0,0,0,0,325.44
219047,2026-02-08,Adwords,36.28,5.98,0,7.23,3.8,41.87
219046,2026-02-08,"Campaign (UTM)",22.77,22.77,0,0,0,0
219045,2026-02-08,"Campaign (UTM)",100.57,25.16,0,0,0,75.41
219044,2026-02-08,Adwords,117.28,12.9,0,0,10.55,116.1
219043,2026-02-08,Adwords,64.93,6.49,0,7.95,0,66.4
219042,2026-02-08,Search,50.72,13.96,0,7.23,4.53,49.79
219041,2026-02-08,"Campaign (UTM)",27.95,3.08,0,8.65,2.51,36.32
219040,2026-02-08,"Campaign (UTM)",20.46,20.46,0,0,0,0
219039,2026-02-08,"Campaign (UTM)",127,34.94,0,0,9.52,104.76
219038,2026-02-08,"Campaign (UTM)",20.46,20.46,0,0,0,0
219037,2026-02-08,Direct,54.46,5.99,0,7.23,5.62,61.86
219036,2026-02-08,"Campaign (UTM)",27.23,3,0,7.23,3.17,34.9
219035,2026-02-08,Adwords,32.46,3.25,0,7.95,0,37.17
219033,2026-02-08,Adwords,113.9,0,0,0,0,113.9
219032,2026-02-08,"Campaign (UTM)",20.46,20.46,0,0,0,0
219031,2026-02-07,"Campaign (UTM)",117.28,12.9,0,0,10.55,116.1
219030,2026-02-07,Adwords,20.82,3.43,0,7.23,2.49,27.42
219029,2026-02-07,Adwords,54.46,5.99,0,7.23,5.62,61.86
219028,2026-02-07,"Campaign (UTM)",27.95,3.08,0,8.65,2.51,36.32
219027,2026-02-07,"Campaign (UTM)",163.37,44.94,5,0,11.79,129.76
219026,2026-02-07,Adwords,68.96,11.38,0,7.23,6.58,72.42
219025,2026-02-07,Search,117.28,12.9,0,0,10.55,116.1
219024,2026-02-07,"Campaign (UTM)",117.28,12.9,0,0,10.55,116.1
219023,2026-02-07,Direct,279.65,76.92,0,0,20.96,230.68
219022,2026-02-07,Direct,486.57,0,0,0,0,486.57
219021,2026-02-07,Direct,325.44,0,0,0,0,325.44
219020,2026-02-07,Direct,64.93,0,0,0,0,64.93
219019,2026-02-07,Direct,162.72,0,0,0,0,162.72
219018,2026-02-07,Direct,129.86,0,0,0,0,129.86
219017,2026-02-07,Direct,64.93,0,0,0,0,64.93
219016,2026-02-07,Direct,162.72,0,0,0,0,162.72
219015,2026-02-07,Direct,486.57,0,0,0,0,486.57
219014,2026-02-07,Direct,64.93,0,0,0,0,64.93
219013,2026-02-07,"Campaign (UTM)",117.27,12.9,5,0,10.1,111.1
219012,2026-02-07,"Campaign (UTM)",22.77,22.77,0,0,0,0
219011,2026-02-07,"Campaign (UTM)",102.51,28.2,0,0,7.68,84.55
219010,2026-02-07,Search,27.23,3,0,7.23,3.17,34.9
219009,2026-02-07,Adwords,72.55,19.96,0,7.23,6.16,67.79
219008,2026-02-07,Direct,101.73,27.98,0,0,7.63,83.92
219007,2026-02-07,Direct,104.01,28.62,0,0,7.81,85.81
219006,2026-02-07,Direct,64.93,0,0,0,0,64.93
219005,2026-02-07,Direct,1038.08,0,0,0,0,1038.08
219004,2026-02-07,"Campaign (UTM)",22.77,22.77,0,0,0,0
219003,2026-02-07,Direct,324.65,0,0,0,0,324.65
219002,2026-02-07,Direct,64.93,0,0,0,0,64.93
219001,2026-02-07,Direct,162.72,0,0,0,0,162.72
219000,2026-02-07,Direct,54.46,5.99,0,7.23,5.62,61.86
218999,2026-02-07,Direct,64.93,0,0,0,0,64.93
218998,2026-02-07,Direct,162.72,0,0,0,0,162.72
218997,2026-02-07,Direct,117.28,12.9,0,0,10.55,116.1
218996,2026-02-07,Direct,131.77,21.74,0,0,11.2,123.21
218995,2026-02-07,Referrer,64.93,6.49,0,7.95,0,66.4
218994,2026-02-07,"Campaign (UTM)",20.46,20.46,0,0,0,0
218993,2026-02-07,"Campaign (UTM)",55.88,9.22,0,10.26,4.77,62.53
218992,2026-02-07,Direct,22.77,22.77,0,0,0,0
218991,2026-02-07,"Campaign (UTM)",64.93,6.49,0,7.95,0,66.4
218989,2026-02-07,"Campaign (UTM)",27.95,3.08,0,8.65,2.51,36.32
218988,2026-02-07,Direct,20.46,20.46,0,0,0,0
218987,2026-02-07,Direct,22.77,22.77,0,0,0,0
218986,2026-02-07,"Campaign (UTM)",20.46,20.46,0,0,0,0
218985,2026-02-07,Direct,22.77,22.77,0,0,0,0
218984,2026-02-07,Direct,22.77,22.77,0,0,0,0
218983,2026-02-07,Direct,22.77,22.77,0,0,0,0
218982,2026-02-07,Direct,22.77,22.77,0,0,0,0
218981,2026-02-07,Direct,22.77,22.77,0,0,0,0
218980,2026-02-07,Direct,22.77,22.77,0,0,0,0
218979,2026-02-07,Direct,20.46,20.46,0,0,0,0
218978,2026-02-07,Direct,20.46,20.46,0,0,0,0
218977,2026-02-07,Direct,20.46,20.46,0,0,0,0
218976,2026-02-07,Direct,20.46,20.46,0,0,0,0
218975,2026-02-06,Adwords,54.46,5.99,0,7.23,5.62,61.86
218974,2026-02-06,Adwords,55.89,6.15,0,10.26,5.04,65.6
218972,2026-02-06,"Campaign (UTM)",35.32,5.82,10.28,8.65,2.08,31.42
218971,2026-02-06,"Campaign (UTM)",167.67,46.14,0,0,12.58,138.31
218970,2026-02-06,Adwords,55.89,6.15,0,10.26,5.04,65.6
218969,2026-02-06,Adwords,29.01,4.79,0,7.23,3.18,35.06
218968,2026-02-06,Search,136.35,0,0,0,13.64,149.99
218967,2026-02-06,Adwords,126.06,34.68,0,0,9.44,103.97
218966,2026-02-06,Referrer,111.78,30.76,0,0,8.39,92.21
218965,2026-02-06,Adwords,18.14,2,0,7.23,2.35,25.9
218963,2026-02-06,Direct,194.79,0,0,0,0,194.79
218962,2026-02-06,Direct,64.93,0,0,0,0,64.93
218961,2026-02-06,Direct,64.93,0,0,0,0,64.93
218960,2026-02-06,Direct,325.44,0,0,0,0,325.44
218959,2026-02-06,Direct,162.72,0,0,0,0,162.72
218958,2026-02-06,Direct,324.65,0,0,0,0,324.65
218957,2026-02-06,Direct,194.79,0,0,0,0,194.79
218956,2026-02-06,Direct,486.57,0,0,0,0,486.57
218955,2026-02-06,Direct,59.83,16.46,0,7.23,5.2,57.29
218954,2026-02-06,"Campaign (UTM)",22.77,22.77,0,0,0,0
218953,2026-02-06,Direct,128.19,35.25,0,0,9.61,105.75
218952,2026-02-06,Search,48.91,13.46,0,7.23,4.39,48.29
218951,2026-02-06,"Campaign (UTM)",22.77,22.77,0,0,0,0
218950,2026-02-06,Direct,129.86,0,0,0,0,129.86
218949,2026-02-06,Direct,129.86,0,0,0,0,129.86
218948,2026-02-06,"Campaign (UTM)",117.27,12.9,5,0,10.1,111.1
218947,2026-02-06,Direct,64.93,0,0,0,0,64.93
218946,2026-02-06,Direct,324.65,0,0,0,0,324.65
218945,2026-02-06,Direct,64.93,0,0,0,0,64.93
218944,2026-02-06,Direct,64.93,0,0,0,0,64.93
218943,2026-02-06,Direct,389.59,0,0,0,0,389.59
218942,2026-02-06,Direct,64.93,0,0,0,0,64.93
218941,2026-02-06,Direct,64.93,0,0,0,0,64.93
218940,2026-02-06,Direct,325.44,0,0,0,0,325.44
218939,2026-02-06,Direct,136.35,0,0,0,13.64,149.99
218938,2026-02-06,Direct,64.93,0,0,0,0,64.93
218937,2026-02-06,Direct,325.44,0,0,0,0,325.44
218936,2026-02-06,Direct,129.86,0,0,0,0,129.86
218935,2026-02-06,Direct,486.57,0,0,0,0,486.57
218934,2026-02-06,Direct,113.9,0,0,0,0,113.9
218933,2026-02-06,Direct,113.9,0,0,0,0,113.9
218932,2026-02-06,Direct,64.93,0,0,0,0,64.93
218931,2026-02-06,Direct,64.93,0,0,0,0,64.93
218930,2026-02-06,Direct,64.93,0,0,0,0,64.93
218929,2026-02-06,Adwords,36.28,5.98,0,7.23,3.8,41.87
218928,2026-02-06,Adwords,29.89,3.25,0,7.32,2.95,37.17
218927,2026-02-06,"Campaign (UTM)",69.23,19.04,0,7.23,5.91,65.06
218926,2026-02-06,"Campaign (UTM)",117.28,12.9,0,0,10.55,116.1
218925,2026-02-06,Adwords,27.23,3,0,7.23,3.17,34.9
218924,2026-02-06,Referrer,136.35,0,0,0,13.64,149.99
218923,2026-02-06,"Campaign (UTM)",104.5,17.24,0,0,8.88,97.71
218922,2026-02-06,"Campaign (UTM)",22.77,22.77,0,0,0,0
218921,2026-02-06,"Campaign (UTM)",20.46,20.46,0,0,0,0
218920,2026-02-06,Direct,283.99,71.05,14.21,0,0,198.73
218919,2026-02-06,"Campaign (UTM)",55.89,6.15,0,10.26,5.04,65.6
218918,2026-02-06,Direct,22.77,22.77,0,0,0,0
218917,2026-02-06,"Campaign (UTM)",102.51,28.2,0,0,7.68,84.55
218915,2026-02-06,Direct,64.93,0,0,0,0,64.93
218914,2026-02-06,"Campaign (UTM)",80.73,22.21,0,7.23,6.77,74.54
218913,2026-02-06,Direct,64.93,0,0,0,0,64.93
218912,2026-02-06,Adwords,59.77,0,0,7.32,5.79,72.89
218911,2026-02-06,Direct,113.9,0,0,0,0,113.9
218909,2026-02-06,Direct,325.44,0,0,0,0,325.44
218908,2026-02-06,Direct,486.57,0,0,0,0,486.57
218907,2026-02-06,Direct,649.31,0,0,0,0,649.31
218906,2026-02-06,Direct,325.44,0,0,0,0,325.44
218905,2026-02-06,Direct,64.93,0,0,0,0,64.93
218904,2026-02-06,Direct,64.93,0,0,0,0,64.93
218903,2026-02-06,Referrer,97.33,24.36,0,7.95,0,80.93
218902,2026-02-06,"Campaign (UTM)",20.46,20.46,0,0,0,0
218901,2026-02-06,Direct,22.77,22.77,0,0,0,0
218899,2026-02-06,Referrer,186.26,51.24,0,0,13.98,153.67
218898,2026-02-06,Direct,162.72,0,0,0,0,162.72
218897,2026-02-06,"Campaign (UTM)",22.77,22.77,0,0,0,0
218896,2026-02-06,Direct,22.77,22.77,0,0,0,0
218895,2026-02-06,Direct,22.77,22.77,0,0,0,0
218894,2026-02-06,Direct,22.77,22.77,0,0,0,0
218893,2026-02-06,Direct,22.77,22.77,0,0,0,0
218892,2026-02-06,Direct,22.77,22.77,0,0,0,0
218891,2026-02-06,Direct,22.77,22.77,0,0,0,0
218890,2026-02-06,Direct,22.77,22.77,0,0,0,0
218889,2026-02-06,Direct,162.72,0,0,0,0,162.72
218888,2026-02-06,Direct,22.77,22.77,0,0,0,0
218887,2026-02-06,Direct,22.77,22.77,0,0,0,0
218886,2026-02-06,Direct,22.77,22.77,0,0,0,0
218885,2026-02-06,Direct,22.77,22.77,0,0,0,0
218884,2026-02-06,Direct,22.77,22.77,0,0,0,0
218883,2026-02-06,Direct,22.77,22.77,0,0,0,0
218882,2026-02-06,"Campaign (UTM)",20.46,20.46,0,0,0,0
218881,2026-02-06,Referrer,129.79,32.48,0,0,0,97.31
218880,2026-02-06,Direct,20.46,20.46,0,0,0,0
218879,2026-02-06,Direct,22.77,22.77,0,0,0,0
218878,2026-02-06,Direct,22.77,22.77,0,0,0,0
218877,2026-02-06,Direct,22.77,22.77,0,0,0,0
218876,2026-02-06,"Campaign (UTM)",22.77,22.77,0,0,0,0
218875,2026-02-06,Direct,22.77,22.77,0,0,0,0
218874,2026-02-06,Direct,22.77,22.77,0,0,0,0
218873,2026-02-06,Referrer,167.67,46.12,0,0,12.58,138.33
218872,2026-02-06,Direct,20.46,20.46,0,0,0,0
218871,2026-02-06,Direct,20.46,20.46,0,0,0,0
218870,2026-02-06,Direct,20.46,20.46,0,0,0,0
218869,2026-02-06,Adwords,66.99,18.44,0,7.23,5.75,63.21
218868,2026-02-06,"Campaign (UTM)",54.46,5.99,0,7.23,5.62,61.86
218867,2026-02-05,Direct,55.46,6.1,0,7.23,5.71,62.85
218866,2026-02-05,"Campaign (UTM)",108.9,17.98,0,0,9.26,101.82
218865,2026-02-05,Direct,104.46,28.73,0,0,7.83,86.17
218864,2026-02-05,"Campaign (UTM)",186.64,30.8,0,0,15.87,174.52
218863,2026-02-05,"Campaign (UTM)",19.9,3.28,0,7.23,2.42,26.57
218862,2026-02-05,Direct,99.19,27.28,0,0,7.43,81.82
218861,2026-02-05,Direct,22.77,22.77,0,0,0,0
218860,2026-02-05,Search,54.47,8.98,0,7.23,5.34,58.87
218859,2026-02-05,Direct,20.46,20.46,0,0,0,0
218858,2026-02-05,Direct,41.64,11.46,0,7.23,3.84,42.29
218857,2026-02-05,Direct,20.46,20.46,0,0,0,0
218856,2026-02-05,Search,20.82,3.43,0,7.23,2.49,27.42
218855,2026-02-05,Direct,20.46,20.46,0,0,0,0
218854,2026-02-05,Direct,38.89,10.71,0,7.23,3.65,40.04
218853,2026-02-05,Direct,20.46,20.46,0,0,0,0
218852,2026-02-05,Direct,153.14,42.13,10.28,0,10.55,116.04
218851,2026-02-05,Direct,20.46,20.46,0,0,0,0
218850,2026-02-05,Adwords,117.27,12.9,5,0,10.1,111.1
218849,2026-02-05,Search,39.01,6.43,0,7.23,4.03,44.42
218848,2026-02-05,Direct,69.4,19.96,0,13.04,9.76,74.84
218847,2026-02-05,"Campaign (UTM)",39.05,23.52,0,0,1.58,17.4
218846,2026-02-05,Direct,339.45,93.35,0,0,25.46,280.05
218845,2026-02-05,Direct,36.28,5.98,2,7.23,3.62,39.87
218844,2026-02-05,Adwords,27.23,3,0,7.23,3.17,34.9
218843,2026-02-05,Direct,55.89,6.15,0,10.26,5.04,65.6
218842,2026-02-05,Direct,64.93,0,0,0,0,64.93
218841,2026-02-05,Direct,64.93,0,0,0,0,64.93
218840,2026-02-05,Direct,144.4,23.83,0,0,12.28,135.02
218839,2026-02-05,Direct,64.93,0,0,0,0,64.93
218838,2026-02-05,Direct,324.65,0,0,0,0,324.65
218837,2026-02-05,Direct,162.72,0,0,0,0,162.72
218836,2026-02-05,"Campaign (UTM)",141.69,38.97,0,0,10.62,116.88
218835,2026-02-05,Direct,66.93,18.43,0,10.26,5.02,65.45
218834,2026-02-05,Direct,117.28,12.9,0,0,10.55,116.1
218833,2026-02-05,Search,9.95,1.1,0,7.23,1.62,17.8
218832,2026-02-05,Adwords,161.81,26.7,0,0,13.76,151.3
218831,2026-02-05,Direct,222.63,61.23,5,0,16.25,178.67
218830,2026-02-05,"Campaign (UTM)",22.77,22.77,0,0,0,0
218829,2026-02-05,"Campaign (UTM)",36.28,5.98,0,7.23,3.8,41.87
218828,2026-02-05,Search,222.26,61.14,0,0,16.64,183.31
218827,2026-02-05,Direct,129.74,35.69,0,0,9.72,107.01
218826,2026-02-05,Direct,162.72,0,0,0,0,162.72
218825,2026-02-05,Direct,324.65,0,0,0,0,324.65
218824,2026-02-05,Direct,64.93,0,0,0,0,64.93
218823,2026-02-05,Direct,162.72,0,0,0,0,162.72
