Price List ID,Price List Name,Currency,SKU,Product ID,Variant ID,Price,Sale Price,Retail Price,Bulk Pricing
1,Price List,usd,RE7995YR2WBURB,112,77,53.85,39.9,53.85,
1,Price List,aud,RE7995YR2WBURB,112,77,79.85,,79.85,
1,Price List,gbp,139READEGG,113,78,163.55,69.95,163.55,
1,Price List,aud,139READEGG,113,78,279.1,129,279.1,
1,Price List,usd,9781742150475,114,79,6.95,,6.95,
1,Price List,gbp,9781742150475,114,79,3.95,,3.95,
1,Price List,aud,9781742150475,114,79,10.95,8.21,10.95,
1,Price List,cad,9781742150475,114,79,9.95,,9.95,
1,Price List,aud,GETREADYPACK1,115,80,51.8,36.25,51.8,
1,Price List,usd,RE7995PK2,116,81,110,79.95,110,
1,Price List,gbp,RE7995PK2,116,81,81.87,39.95,81.87,
1,Price List,aud,RE7995PK2,116,81,134.55,86,134.55,
1,Price List,cad,RE7995PK2,116,81,149.95,109.95,149.95,
1,Price List,aud,GETREADYPACK2,117,82,51.8,36.25,51.8,
1,Price List,aud,ABCRE12MTH,118,83,109.99,,109.99,
1,Price List,aud,9781760200848,123,85,29.95,,29.95,
1,Price List,aud,EGGSPERTSBKPACK,128,87,39.8,29.85,39.8,
1,Price List,aud,MSMEGAPACK,139,88,70.7,49,70.7,
1,Price List,aud,ABCREADMATH30,142,90,223.2,105,223.2,
1,Price List,aud,RE7995RWB,144,92,59.9,49.9,59.9,
1,Price List,gbp,RE7995YR1WB,146,94,29.9,20.9,29.9,
1,Price List,aud,RE7995YR1WB,146,94,59.9,49.9,59.9,
1,Price List,aud,RE7995YR2WB,148,96,59.9,49.9,59.9,
1,Price List,aud,ABCMS12MTH,150,97,79.99,,79.99,
1,Price List,aud,9781922887474,151,98,19.95,9.95,19.95,
1,Price List,aud,RE7995RWBURB,156,102,79.85,,79.85,
1,Price List,gbp,RE7995RWBURB,156,102,39.85,29.9,39.85,
1,Price List,usd,RE7995RWBURB,156,102,53.85,39.9,53.85,
1,Price List,aud,RE7995YR1WBURB,158,103,79.85,,79.85,
1,Price List,usd,RE7995ACT3,159,104,55.6,41.7,55.6,
1,Price List,aud,RE7995ACT3,159,104,87.6,61,87.6,
1,Price List,gbp,RE7995ACT3,159,104,31.6,22.12,31.6,
1,Price List,cad,RE7995ACT3,159,104,79.6,59.7,79.6,
1,Price List,aud,GETREADYPACK3,164,105,95.6,66.9,95.6,
1,Price List,aud,9781742151748,166,107,12.95,,12.95,
1,Price List,usd,9781742150482,167,108,6.95,,6.95,
1,Price List,gbp,9781742150482,167,108,3.95,,3.95,
1,Price List,aud,9781742150482,167,108,10.95,,10.95,
1,Price List,cad,9781742150482,167,108,9.95,,9.95,
1,Price List,aud,9781742153377,169,109,12.95,,12.95,
1,Price List,aud,9781742153063,171,111,9.95,,9.95,
1,Price List,usd,9781742150499,172,112,10.95,,10.95,
1,Price List,gbp,9781742150499,172,112,6.95,,6.95,
