Subscriber ID,Date Created,Date Modified,Channel ID,Source,Order Count
243,01/04/2025,01/04/2025,1692461,storefront,0
244,01/04/2025,01/04/2025,1,Unknown,0
245,01/04/2025,02/09/2025,1,Unknown,0
246,01/04/2025,01/04/2025,1,Unknown,0
247,01/04/2025,01/04/2025,1,Unknown,0
248,01/04/2025,01/04/2025,1,Unknown,0
249,01/04/2025,01/04/2025,1,Unknown,0
250,01/04/2025,01/04/2025,1692941,storefront,0
251,01/04/2025,01/04/2025,1692461,Unknown,0
252,01/04/2025,01/04/2025,1692941,Unknown,0
253,01/04/2025,01/04/2025,1692461,Unknown,0
254,01/04/2025,02/09/2025,1692461,Unknown,0
255,01/04/2025,01/04/2025,1,Unknown,0
256,01/04/2025,01/04/2025,1,Unknown,0
257,01/04/2025,01/04/2025,1,Unknown,0
258,01/04/2025,01/04/2025,1,Unknown,0
259,01/04/2025,01/04/2025,1,Unknown,0
260,01/04/2025,01/04/2025,1,Unknown,0
261,01/04/2025,01/04/2025,1692941,Unknown,0
262,01/04/2025,01/04/2025,1,Unknown,0
263,01/04/2025,01/04/2025,1,Unknown,0
264,01/04/2025,01/04/2025,1692941,storefront,0
265,01/04/2025,01/04/2025,1,Unknown,0
266,01/04/2025,01/04/2025,1,Unknown,0
267,01/04/2025,01/04/2025,1,Unknown,0
268,01/04/2025,02/09/2025,1,Unknown,0
269,20/05/2025,02/09/2025,1692461,Unknown,0
270,01/04/2025,01/04/2025,1,Unknown,0
271,01/04/2025,01/04/2025,1,Unknown,0
272,01/04/2025,01/04/2025,1692941,Unknown,0
273,01/04/2025,09/03/2026,1,Unknown,0
274,01/04/2025,01/04/2025,1,Unknown,0
275,01/04/2025,02/09/2025,1692461,Unknown,0
276,01/04/2025,01/04/2025,1,Unknown,0
277,01/04/2025,01/04/2025,1692461,storefront,0
278,01/04/2025,02/09/2025,1692461,Unknown,0
279,01/04/2025,02/09/2025,1,Unknown,0
280,01/04/2025,01/04/2025,1,Unknown,0
281,01/04/2025,01/04/2025,1,Unknown,0
282,01/04/2025,01/04/2025,1,Unknown,0
283,01/04/2025,01/04/2025,1,Unknown,0
284,01/04/2025,01/04/2025,1,Unknown,0
285,01/04/2025,01/04/2025,1692461,storefront,0
286,01/04/2025,01/04/2025,1692941,Unknown,0
287,01/04/2025,01/04/2025,1692461,Unknown,0
288,01/04/2025,01/04/2025,1692461,storefront,0
289,01/04/2025,01/04/2025,1,Unknown,0
290,01/04/2025,01/04/2025,1692461,Unknown,0
291,01/04/2025,01/04/2025,1692461,Unknown,0
292,01/04/2025,01/04/2025,1692941,Unknown,0
293,01/04/2025,01/04/2025,1,Unknown,0
294,01/04/2025,01/04/2025,1692461,Unknown,0
295,01/04/2025,01/04/2025,1,Unknown,0
296,01/04/2025,01/04/2025,1692941,Unknown,0
297,01/04/2025,01/04/2025,1,Unknown,0
298,01/04/2025,02/09/2025,1,storefront,0
299,02/04/2025,02/04/2025,1692941,Unknown,0
300,02/04/2025,02/04/2025,1692941,Unknown,0
301,02/04/2025,02/04/2025,1692941,storefront,0
302,02/04/2025,02/04/2025,1,Unknown,0
303,02/04/2025,02/04/2025,1692461,Unknown,0
304,08/04/2025,19/10/2025,1,Unknown,0
305,02/04/2025,02/04/2025,1692461,Unknown,0
306,02/04/2025,02/04/2025,1692941,Unknown,0
307,02/04/2025,02/04/2025,1,Unknown,0
