Subscriber ID,Date Created,Date Modified,Channel ID,Source,Order Count
1635,07/05/2025,07/05/2025,1,Unknown,0
1636,07/05/2025,07/05/2025,1,Unknown,0
1637,07/05/2025,07/05/2025,1692941,Unknown,0
1638,07/05/2025,07/05/2025,1,Unknown,0
1639,07/05/2025,07/05/2025,1,Unknown,0
1640,07/05/2025,07/05/2025,1,storefront,0
1641,07/05/2025,07/05/2025,1,Unknown,0
1642,07/05/2025,07/05/2025,1,Unknown,0
1643,07/05/2025,07/05/2025,1,Unknown,0
1644,07/05/2025,07/05/2025,1,Unknown,0
1645,07/05/2025,07/05/2025,1,Unknown,0
1646,07/05/2025,07/05/2025,1692941,Unknown,0
1647,07/05/2025,07/05/2025,1692941,Unknown,0
1648,07/05/2025,07/05/2025,1,Unknown,0
1649,07/05/2025,07/05/2025,1,Unknown,0
1650,07/05/2025,07/05/2025,1,storefront,0
1651,07/05/2025,07/05/2025,1,Unknown,0
1652,07/05/2025,07/05/2025,1,Unknown,0
1653,07/05/2025,07/05/2025,1692461,storefront,0
1654,07/05/2025,07/05/2025,1692461,storefront,0
1655,07/05/2025,07/05/2025,1,storefront,0
1656,07/05/2025,02/09/2025,1,Unknown,0
1657,07/05/2025,07/05/2025,1692461,Unknown,0
1658,07/05/2025,07/05/2025,1692461,Unknown,0
1659,07/05/2025,07/05/2025,1692461,storefront,0
1660,07/05/2025,07/05/2025,1692461,Unknown,0
1661,07/05/2025,07/05/2025,1692461,Unknown,0
1662,07/05/2025,07/05/2025,1,Unknown,0
1663,07/05/2025,07/05/2025,1,Unknown,0
1664,07/05/2025,07/05/2025,1692461,Unknown,0
1665,07/05/2025,07/05/2025,1,Unknown,0
1666,07/05/2025,07/05/2025,1692461,Unknown,0
1667,07/05/2025,02/09/2025,1,Unknown,0
1668,16/08/2025,02/09/2025,1692941,Unknown,0
1669,07/05/2025,07/05/2025,1,Unknown,0
1670,07/05/2025,07/05/2025,1692461,Unknown,0
1671,08/05/2025,08/05/2025,1692941,Unknown,0
1672,08/05/2025,08/05/2025,1692941,Unknown,0
1673,08/05/2025,08/05/2025,1,Unknown,0
1674,08/05/2025,08/05/2025,1692941,Unknown,0
1675,08/05/2025,08/05/2025,1692941,Unknown,0
1676,08/05/2025,08/05/2025,1692461,Unknown,0
1677,08/05/2025,08/05/2025,1692941,Unknown,0
1678,08/05/2025,08/05/2025,1692461,Unknown,0
1679,08/05/2025,08/05/2025,1,Unknown,0
1680,08/05/2025,08/05/2025,1,Unknown,0
1681,08/05/2025,08/05/2025,1,Unknown,0
1682,08/05/2025,08/05/2025,1,Unknown,0
1683,08/05/2025,08/05/2025,1692941,Unknown,0
1684,08/05/2025,08/05/2025,1,Unknown,0
1685,08/05/2025,08/05/2025,1,Unknown,0
1686,08/05/2025,08/05/2025,1,Unknown,0
1687,08/05/2025,08/05/2025,1692941,Unknown,0
1688,08/05/2025,08/05/2025,1,Unknown,0
1689,08/05/2025,08/05/2025,1692941,storefront,0
1690,08/05/2025,08/05/2025,1,storefront,0
1691,08/05/2025,08/05/2025,1692461,Unknown,0
1692,08/05/2025,08/05/2025,1692941,Unknown,0
1693,08/05/2025,08/05/2025,1692941,Unknown,0
1694,08/05/2025,08/05/2025,1692941,Unknown,0
1695,08/05/2025,08/05/2025,1,Unknown,0
1696,08/05/2025,08/05/2025,1,Unknown,0
1697,09/05/2025,02/09/2025,1,Unknown,0
1698,08/05/2025,08/05/2025,1692461,Unknown,0
1699,08/05/2025,08/05/2025,1692461,Unknown,0
1700,08/05/2025,08/05/2025,1,Unknown,0
1701,08/05/2025,08/05/2025,1692461,Unknown,0
1702,08/05/2025,08/05/2025,1,Unknown,0
1703,08/05/2025,08/05/2025,1,Unknown,0
1704,08/05/2025,08/05/2025,1692461,Unknown,0
1705,08/05/2025,08/05/2025,1692941,Unknown,0
1706,09/05/2025,09/05/2025,1692461,Unknown,0
1707,09/05/2025,09/05/2025,1,Unknown,0
1708,09/05/2025,09/05/2025,1,Unknown,0
1709,09/05/2025,09/05/2025,1,storefront,0
1710,09/05/2025,09/05/2025,1692941,Unknown,0
1711,09/05/2025,09/05/2025,1,Unknown,0
1712,09/05/2025,09/05/2025,1,Unknown,0
1713,09/05/2025,09/05/2025,1,Unknown,0
1714,09/05/2025,09/05/2025,1692941,Unknown,0
1715,09/05/2025,09/05/2025,1,Unknown,0
1716,09/05/2025,09/05/2025,1,Unknown,0
1717,09/05/2025,09/05/2025,1,Unknown,0
1718,09/05/2025,09/05/2025,1692941,Unknown,0
1719,09/05/2025,09/05/2025,1,Unknown,0
1720,09/05/2025,09/05/2025,1692941,Unknown,0
1721,09/05/2025,09/05/2025,1,Unknown,0
1722,09/05/2025,09/05/2025,1692941,Unknown,0
1723,09/05/2025,09/05/2025,1692941,Unknown,0
1724,09/05/2025,09/05/2025,1692941,Unknown,0
1725,09/05/2025,09/05/2025,1692941,Unknown,0
1726,09/05/2025,09/05/2025,1692941,Unknown,0
1727,09/05/2025,09/05/2025,1,Unknown,0
1728,09/05/2025,09/05/2025,1,storefront,0
1729,21/05/2025,02/09/2025,1,Unknown,0
1730,09/05/2025,09/05/2025,1692941,Unknown,0
1731,09/05/2025,09/05/2025,1692461,Unknown,0
1732,09/05/2025,09/05/2025,1,Unknown,0
1733,09/05/2025,09/05/2025,1,Unknown,0
1734,09/05/2025,09/05/2025,1,Unknown,0
1735,09/05/2025,02/09/2025,1,Unknown,0
1736,09/05/2025,09/05/2025,1,Unknown,0
1737,09/05/2025,09/05/2025,1692461,Unknown,0
1738,09/05/2025,09/05/2025,1692941,storefront,0
1739,09/05/2025,09/05/2025,1692941,Unknown,0
1740,09/05/2025,17/01/2026,1692941,Unknown,0
1741,09/05/2025,09/05/2025,1692941,Unknown,0
1742,09/05/2025,09/05/2025,1692941,Unknown,0
1743,10/05/2025,10/05/2025,1692941,Unknown,0
1744,23/07/2025,02/09/2025,1692941,Unknown,0
1745,10/05/2025,10/05/2025,1692941,Unknown,0
1746,05/06/2025,02/09/2025,1692941,Unknown,0
1747,10/05/2025,10/05/2025,1692941,Unknown,0
1748,10/05/2025,10/05/2025,1692461,Unknown,0
1749,10/05/2025,10/05/2025,1692941,Unknown,0
1750,10/05/2025,10/05/2025,1692941,Unknown,0
1751,10/05/2025,10/05/2025,1692941,Unknown,0
1752,10/05/2025,10/05/2025,1692941,Unknown,0
1753,10/05/2025,10/05/2025,1,Unknown,0
1754,10/05/2025,10/05/2025,1,Unknown,0
1755,10/05/2025,10/05/2025,1,Unknown,0
1756,29/05/2025,30/03/2026,1,Unknown,0
1757,22/05/2025,02/09/2025,1692461,Unknown,0
1758,10/05/2025,10/05/2025,1692941,storefront,0
1759,10/05/2025,10/05/2025,1,Unknown,0
1760,10/05/2025,10/05/2025,1692461,Unknown,0
1761,10/05/2025,10/05/2025,1692461,Unknown,0
1762,10/05/2025,10/05/2025,1,Unknown,0
1763,10/05/2025,10/05/2025,1692461,Unknown,0
1764,10/05/2025,10/05/2025,1692941,storefront,0
1765,10/05/2025,10/05/2025,1,Unknown,0
1766,10/05/2025,10/05/2025,1,Unknown,0
1767,11/05/2025,02/09/2025,1,Unknown,0
1768,10/05/2025,10/05/2025,1,Unknown,0
1769,10/05/2025,10/05/2025,1,Unknown,0
1770,10/05/2025,10/05/2025,1692461,Unknown,0
1771,11/05/2025,11/05/2025,1692461,Unknown,0
1772,11/05/2025,11/05/2025,1692941,storefront,0
1773,11/05/2025,02/09/2025,1692461,Unknown,0
1774,11/05/2025,11/05/2025,1692461,Unknown,0
1775,11/05/2025,11/05/2025,1692941,Unknown,0
1776,11/05/2025,11/05/2025,1692941,Unknown,0
1777,11/05/2025,11/05/2025,1692941,Unknown,0
1778,11/05/2025,11/05/2025,1,Unknown,0
1779,11/05/2025,11/05/2025,1,Unknown,0
1780,11/05/2025,11/05/2025,1,Unknown,0
1781,11/05/2025,11/05/2025,1,Unknown,0
1782,23/05/2025,02/09/2025,1,Unknown,0
1783,11/05/2025,11/05/2025,1,storefront,0
1784,11/05/2025,11/05/2025,1,Unknown,0
1785,11/05/2025,11/05/2025,1,Unknown,0
1786,11/05/2025,11/05/2025,1692941,Unknown,0
1787,11/05/2025,11/05/2025,1,Unknown,0
1788,11/05/2025,11/05/2025,1,Unknown,0
1789,11/05/2025,11/05/2025,1692941,Unknown,0
1790,11/05/2025,11/05/2025,1,Unknown,0
1791,11/05/2025,11/05/2025,1,Unknown,0
1792,11/05/2025,11/05/2025,1,Unknown,0
1793,11/05/2025,11/05/2025,1,Unknown,0
1794,11/05/2025,11/05/2025,1692461,Unknown,0
1795,11/05/2025,11/05/2025,1,Unknown,0
1796,11/05/2025,11/05/2025,1692461,Unknown,0
1797,11/05/2025,12/05/2026,1,Unknown,0
1798,11/05/2025,11/05/2025,1,Unknown,0
1799,11/05/2025,11/05/2025,1,Unknown,0
1800,12/05/2025,12/05/2025,1692941,Unknown,0
1801,12/05/2025,12/05/2025,1692941,Unknown,0
1802,12/05/2025,12/05/2025,1,Unknown,0
1803,05/06/2025,02/09/2025,1692941,Unknown,0
1804,12/05/2025,12/05/2025,1,Unknown,0
1805,12/05/2025,12/05/2025,1,Unknown,0
1806,12/05/2025,12/05/2025,1692461,Unknown,0
1807,12/05/2025,12/05/2025,1692461,Unknown,0
1808,12/05/2025,12/05/2025,1,Unknown,0
1809,12/05/2025,12/05/2025,1,Unknown,0
1810,12/05/2025,12/05/2025,1,Unknown,0
1811,12/05/2025,12/05/2025,1692941,Unknown,0
1812,12/05/2025,12/05/2025,1,Unknown,0
1813,12/05/2025,12/05/2025,1692461,storefront,0
1814,12/05/2025,12/05/2025,1,Unknown,0
1815,15/05/2025,02/09/2025,1,Unknown,0
1816,12/05/2025,12/05/2025,1,Unknown,0
1817,12/05/2025,12/05/2025,1,Unknown,0
1818,12/05/2025,12/05/2025,1692941,Unknown,0
1819,19/05/2025,02/09/2025,1692941,Unknown,0
1820,12/05/2025,12/05/2025,1692941,Unknown,0
1821,12/05/2025,12/05/2025,1692941,Unknown,0
1822,12/05/2025,12/05/2025,1692941,Unknown,0
1823,12/05/2025,12/05/2025,1,Unknown,0
1824,12/05/2025,12/05/2025,1,Unknown,0
1825,12/05/2025,12/05/2025,1,Unknown,0
1826,12/05/2025,12/05/2025,1,Unknown,0
1827,12/05/2025,12/05/2025,1,Unknown,0
1828,12/05/2025,12/05/2025,1,Unknown,0
1829,12/05/2025,12/05/2025,1692461,Unknown,0
1830,12/05/2025,12/05/2025,1,Unknown,0
1831,12/05/2025,12/05/2025,1,Unknown,0
1832,12/05/2025,12/05/2025,1,Unknown,0
1833,12/05/2025,12/05/2025,1,Unknown,0
1834,20/05/2025,02/09/2025,1,Unknown,0
1835,28/05/2025,02/09/2025,1692941,Unknown,0
1836,12/05/2025,12/05/2025,1692941,Unknown,0
1837,12/05/2025,12/05/2025,1,Unknown,0
1838,12/05/2025,12/05/2025,1,Unknown,0
1839,12/05/2025,12/05/2025,1692941,Unknown,0
1840,12/05/2025,12/05/2025,1692941,Unknown,0
1841,12/05/2025,12/05/2025,1692941,Unknown,0
1842,13/05/2025,13/05/2025,1692941,Unknown,0
1843,13/05/2025,13/05/2025,1692941,Unknown,0
1844,13/05/2025,13/05/2025,1692941,Unknown,0
1845,13/05/2025,13/05/2025,1692941,Unknown,0
1846,13/05/2025,13/05/2025,1692941,Unknown,0
1847,13/05/2025,13/05/2025,1692941,Unknown,0
1848,13/05/2025,25/04/2026,1692941,Unknown,0
1849,13/05/2025,16/09/2025,1692941,Unknown,0
1850,13/05/2025,13/05/2025,1692941,Unknown,0
1851,13/05/2025,13/05/2025,1692941,Unknown,0
1852,13/05/2025,13/05/2025,1692941,Unknown,0
1853,13/05/2025,13/05/2025,1692941,Unknown,0
1854,13/05/2025,02/09/2025,1692941,Unknown,0
1855,13/05/2025,13/05/2025,1692941,Unknown,0
1856,13/05/2025,13/05/2025,1,Unknown,0
1857,14/05/2025,02/09/2025,1692941,Unknown,0
1858,13/05/2025,13/05/2025,1692941,Unknown,0
1859,13/05/2025,08/12/2025,1692941,Unknown,0
1860,13/05/2025,13/05/2025,1692941,Unknown,0
1861,13/05/2025,13/05/2025,1692941,Unknown,0
1862,13/05/2025,13/05/2025,1692941,Unknown,0
1863,13/05/2025,02/09/2025,1692941,Unknown,0
1864,13/05/2025,13/05/2025,1,Unknown,0
1865,13/05/2025,13/05/2025,1692941,Unknown,0
1866,13/05/2025,02/09/2025,1692941,Unknown,0
1867,13/05/2025,13/05/2025,1692941,Unknown,0
1868,13/05/2025,13/05/2025,1,Unknown,0
1869,13/05/2025,13/05/2025,1,Unknown,0
1870,13/05/2025,13/05/2025,1,Unknown,0
1871,13/05/2025,13/05/2025,1692941,Unknown,0
1872,13/05/2025,13/05/2025,1,Unknown,0
1873,13/05/2025,13/05/2025,1692941,Unknown,0
1874,13/05/2025,13/05/2025,1692941,Unknown,0
1875,13/05/2025,13/05/2025,1692941,Unknown,0
1876,13/05/2025,13/05/2025,1692941,Unknown,0
1877,13/05/2025,13/05/2025,1692941,Unknown,0
1878,13/05/2025,13/05/2025,1692941,Unknown,0
1879,13/05/2025,13/05/2025,1692941,Unknown,0
1880,13/05/2025,13/05/2025,1692461,Unknown,0
1881,13/05/2025,13/05/2025,1,Unknown,0
1882,13/05/2025,13/05/2025,1,Unknown,0
1883,13/05/2025,13/05/2025,1,Unknown,0
1884,13/05/2025,13/05/2025,1,Unknown,0
1885,13/05/2025,13/05/2025,1692461,Unknown,0
1886,13/05/2025,13/05/2025,1,Unknown,0
1887,13/05/2025,13/05/2025,1,Unknown,0
1888,13/05/2025,02/09/2025,1,Unknown,0
1889,13/05/2025,13/05/2025,1,Unknown,0
1890,13/05/2025,13/05/2025,1,Unknown,0
1891,13/05/2025,13/05/2025,1,Unknown,0
1892,13/05/2025,13/05/2025,1,Unknown,0
1893,13/05/2025,13/05/2025,1692941,Unknown,0
1894,13/05/2025,13/05/2025,1692461,Unknown,0
1895,13/05/2025,13/05/2025,1,Unknown,0
1896,14/05/2025,14/05/2025,1692461,Unknown,0
1897,14/05/2025,14/05/2025,1692941,Unknown,0
1898,14/05/2025,14/05/2025,1692941,Unknown,0
1899,14/05/2025,14/05/2025,1692941,Unknown,0
1900,14/05/2025,14/05/2025,1692941,Unknown,0
1901,14/05/2025,20/11/2025,1692941,Unknown,0
1902,14/05/2025,14/05/2025,1692941,Unknown,0
1903,21/05/2025,02/09/2025,1692941,Unknown,0
1904,14/05/2025,14/05/2025,1692941,Unknown,0
1905,14/05/2025,14/05/2025,1692941,Unknown,0
1906,14/05/2025,14/05/2025,1692941,Unknown,0
1907,14/05/2025,14/05/2025,1692941,Unknown,0
1908,14/05/2025,14/05/2025,1692941,Unknown,0
1909,14/05/2025,14/05/2025,1692941,Unknown,0
1910,14/05/2025,14/05/2025,1692941,Unknown,0
1911,14/05/2025,14/05/2025,1692941,Unknown,0
1912,14/05/2025,14/05/2025,1692461,storefront,0
1913,14/05/2025,14/05/2025,1692941,Unknown,0
1914,14/05/2025,14/05/2025,1692941,Unknown,0
1915,14/05/2025,14/05/2025,1692461,Unknown,0
1916,14/05/2025,14/05/2025,1692941,Unknown,0
1917,14/05/2025,14/05/2025,1692941,Unknown,0
1918,14/05/2025,14/05/2025,1692941,Unknown,0
1919,14/05/2025,14/05/2025,1692941,Unknown,0
1920,14/05/2025,14/05/2025,1,Unknown,0
1921,14/05/2025,14/05/2025,1,storefront,0
1922,15/05/2025,02/09/2025,1,Unknown,0
1923,14/05/2025,14/05/2025,1,Unknown,0
1924,14/05/2025,14/05/2025,1,Unknown,0
1925,14/05/2025,14/05/2025,1,Unknown,0
1926,14/05/2025,14/05/2025,1,Unknown,0
1927,14/05/2025,14/05/2025,1,Unknown,0
1928,14/05/2025,14/05/2025,1,Unknown,0
1929,14/05/2025,14/05/2025,1,Unknown,0
1930,14/05/2025,14/05/2025,1,Unknown,0
1931,14/05/2025,14/05/2025,1,Unknown,0
1932,14/05/2025,14/05/2025,1,Unknown,0
1933,14/05/2025,14/05/2025,1,Unknown,0
1934,14/05/2025,14/05/2025,1,Unknown,0
1935,14/05/2025,14/05/2025,1,Unknown,0
1936,15/05/2025,27/11/2025,1692941,Unknown,0
1937,20/05/2025,02/09/2025,1692941,Unknown,0
1938,15/05/2025,15/05/2025,1,Unknown,0
1939,15/05/2025,15/05/2025,1692941,Unknown,0
1940,15/05/2025,15/05/2025,1692461,Unknown,0
1941,15/05/2025,15/05/2025,1692941,Unknown,0
1942,15/05/2025,15/05/2025,1692941,Unknown,0
1943,15/05/2025,15/05/2025,1692941,Unknown,0
1944,15/05/2025,15/05/2025,1692941,Unknown,0
1945,15/05/2025,15/05/2025,1692941,Unknown,0
1946,15/05/2025,15/05/2025,1692941,Unknown,0
1947,15/05/2025,02/09/2025,1692941,order,0
1948,15/05/2025,15/05/2025,1692941,Unknown,0
1949,15/05/2025,15/05/2025,1692941,Unknown,0
1950,15/05/2025,15/05/2025,1,Unknown,0
1951,15/05/2025,15/05/2025,1,Unknown,0
1952,15/05/2025,15/05/2025,1,Unknown,0
1953,15/05/2025,15/05/2025,1,Unknown,0
1954,15/05/2025,15/05/2025,1,Unknown,0
1955,15/05/2025,15/05/2025,1,Unknown,0
1956,29/05/2025,02/09/2025,1692941,Unknown,0
1957,15/05/2025,15/05/2025,1,Unknown,0
1958,15/05/2025,15/05/2025,1,Unknown,0
1959,15/05/2025,15/05/2025,1692941,Unknown,0
1960,15/05/2025,15/05/2025,1,Unknown,0
1961,15/05/2025,02/09/2025,1692941,Unknown,0
1962,15/05/2025,15/05/2025,1692461,Unknown,0
1963,15/05/2025,15/05/2025,1,storefront,0
1964,15/05/2025,15/05/2025,1692941,Unknown,0
1965,15/05/2025,15/05/2025,1692461,Unknown,0
1966,15/05/2025,15/05/2025,1,Unknown,0
1967,15/05/2025,15/05/2025,1,Unknown,0
1968,15/05/2025,15/05/2025,1692461,Unknown,0
1969,15/05/2025,15/05/2025,1,Unknown,0
1970,15/05/2025,15/05/2025,1,Unknown,0
1971,15/05/2025,15/05/2025,1,Unknown,0
1972,15/05/2025,15/05/2025,1692461,Unknown,0
1973,15/05/2025,15/05/2025,1692941,Unknown,0
1974,15/05/2025,15/05/2025,1,Unknown,0
1975,16/05/2025,16/05/2025,1692461,Unknown,0
1976,16/05/2025,16/05/2025,1692941,Unknown,0
1977,16/05/2025,16/05/2025,1692941,Unknown,0
1978,16/05/2025,16/05/2025,1692941,storefront,0
1979,16/05/2025,16/05/2025,1692461,Unknown,0
1980,16/05/2025,16/05/2025,1692941,Unknown,0
1981,16/05/2025,16/05/2025,1692941,Unknown,0
1982,16/05/2025,16/05/2025,1692941,Unknown,0
1983,16/05/2025,16/05/2025,1692941,Unknown,0
1984,16/05/2025,16/05/2025,1692941,Unknown,0
1985,16/05/2025,16/05/2025,1692941,Unknown,0
1986,16/05/2025,16/05/2025,1692941,Unknown,0
1987,16/05/2025,16/05/2025,1692941,Unknown,0
1988,16/05/2025,16/05/2025,1692941,Unknown,0
1989,16/05/2025,16/05/2025,1692941,Unknown,0
1990,16/05/2025,16/05/2025,1692941,Unknown,0
1991,16/05/2025,16/05/2025,1692941,Unknown,0
1992,16/05/2025,16/05/2025,1,storefront,0
1993,16/05/2025,16/05/2025,1692941,Unknown,0
1994,16/05/2025,16/05/2025,1692461,Unknown,0
1995,16/05/2025,16/05/2025,1,Unknown,0
1996,16/05/2025,16/05/2025,1,Unknown,0
1997,16/05/2025,02/09/2025,1692941,Unknown,0
1998,16/05/2025,16/05/2025,1692941,Unknown,0
1999,16/05/2025,16/05/2025,1,Unknown,0
2000,16/05/2025,16/05/2025,1692941,storefront,0
2001,16/05/2025,16/05/2025,1,storefront,0
2002,16/05/2025,16/05/2025,1,Unknown,0
2003,16/05/2025,16/05/2025,1,Unknown,0
2004,26/05/2025,02/09/2025,1,Unknown,0
2005,16/05/2025,16/05/2025,1,Unknown,0
2006,16/05/2025,16/05/2025,1,Unknown,0
2007,16/05/2025,16/05/2025,1,Unknown,0
2008,16/05/2025,16/05/2025,1,Unknown,0
2009,16/05/2025,16/05/2025,1,Unknown,0
2010,16/05/2025,16/05/2025,1692941,Unknown,0
2011,16/05/2025,16/05/2025,1692941,Unknown,0
2012,27/05/2025,02/09/2025,1692941,Unknown,0
2013,16/05/2025,16/05/2025,1,Unknown,0
2014,16/05/2025,02/09/2025,1692461,Unknown,0
2015,16/05/2025,16/05/2025,1,Unknown,0
2016,16/05/2025,16/05/2025,1,Unknown,0
2017,16/05/2025,16/05/2025,1,Unknown,0
2018,16/05/2025,16/05/2025,1,Unknown,0
2019,16/05/2025,16/05/2025,1692461,Unknown,0
2020,30/03/2025,02/09/2025,1692941,Unknown,0
2021,16/05/2025,16/05/2025,1692941,Unknown,0
2022,16/05/2025,16/05/2025,1692941,Unknown,0
2023,17/05/2025,17/05/2025,1692941,Unknown,0
2024,17/05/2025,17/05/2025,1692941,Unknown,0
2025,17/05/2025,17/05/2025,1692941,Unknown,0
2026,17/05/2025,17/05/2025,1692941,Unknown,0
2027,27/05/2025,02/09/2025,1692941,Unknown,0
2028,17/05/2025,17/05/2025,1692941,Unknown,0
2029,17/05/2025,17/05/2025,1692941,Unknown,0
2030,17/05/2025,17/05/2025,1692941,Unknown,0
2031,17/05/2025,17/05/2025,1692941,Unknown,0
2032,17/05/2025,17/05/2025,1692941,Unknown,0
2033,17/05/2025,17/05/2025,1692941,Unknown,0
2034,17/05/2025,17/05/2025,1692941,Unknown,0
2035,17/05/2025,17/05/2025,1,Unknown,0
2036,17/05/2025,17/05/2025,1,Unknown,0
2037,17/05/2025,17/05/2025,1692941,Unknown,0
2038,17/05/2025,02/09/2025,1692941,Unknown,0
2039,17/05/2025,17/05/2025,1692941,Unknown,0
2040,17/05/2025,17/05/2025,1692941,Unknown,0
2041,17/05/2025,17/05/2025,1692941,Unknown,0
2042,17/05/2025,17/05/2025,1692941,Unknown,0
2043,17/05/2025,17/05/2025,1692941,Unknown,0
2044,17/05/2025,17/05/2025,1692941,Unknown,0
2045,17/05/2025,17/05/2025,1,Unknown,0
2046,17/05/2025,17/05/2025,1,Unknown,0
2047,17/05/2025,17/05/2025,1,Unknown,0
2048,17/05/2025,17/05/2025,1,storefront,0
2049,17/05/2025,17/05/2025,1692941,Unknown,0
2050,17/05/2025,17/05/2025,1692941,Unknown,0
2051,17/05/2025,17/05/2025,1,Unknown,0
2052,17/05/2025,17/05/2025,1,Unknown,0
2053,17/05/2025,17/05/2025,1,Unknown,0
2054,19/05/2025,02/09/2025,1,Unknown,0
2055,17/05/2025,17/05/2025,1,Unknown,0
2056,17/05/2025,02/09/2025,1,Unknown,0
2057,17/05/2025,17/05/2025,1,storefront,0
2058,17/05/2025,17/05/2025,1,Unknown,0
2059,17/05/2025,17/05/2025,1,Unknown,0
2060,18/05/2025,18/05/2025,1692941,Unknown,0
2061,18/05/2025,18/05/2025,1692941,Unknown,0
2062,18/05/2025,18/05/2025,1,Unknown,0
2063,18/05/2025,02/09/2025,1692461,Unknown,0
2064,18/05/2025,18/05/2025,1,Unknown,0
2065,18/05/2025,18/05/2025,1,Unknown,0
2066,18/05/2025,02/09/2025,1692941,Unknown,0
2067,18/05/2025,18/05/2025,1692941,Unknown,0
2068,18/05/2025,18/05/2025,1,Unknown,0
2069,18/05/2025,18/05/2025,1,Unknown,0
2070,18/05/2025,18/05/2025,1692941,Unknown,0
2071,18/05/2025,18/05/2025,1,Unknown,0
2072,18/05/2025,18/05/2025,1,Unknown,0
2073,18/05/2025,18/05/2025,1,storefront,0
2074,20/05/2025,02/09/2025,1,Unknown,0
2075,18/05/2025,18/05/2025,1,Unknown,0
2076,18/05/2025,18/05/2025,1692461,storefront,0
2077,18/05/2025,18/05/2025,1692461,Unknown,0
2078,18/05/2025,18/05/2025,1,Unknown,0
2079,18/05/2025,18/05/2025,1,Unknown,0
2080,18/05/2025,18/05/2025,1692941,Unknown,0
2081,18/05/2025,18/05/2025,1692461,Unknown,0
2082,18/05/2025,18/05/2025,1,Unknown,0
2083,18/05/2025,18/05/2025,1692461,Unknown,0
2084,18/05/2025,18/05/2025,1,storefront,0
2085,19/05/2025,19/05/2025,1,Unknown,0
2086,19/05/2025,19/05/2025,1692941,Unknown,0
2087,19/05/2025,02/09/2025,1692941,Unknown,0
2088,19/05/2025,19/05/2025,1692941,storefront,0
2089,19/05/2025,19/05/2025,1692461,Unknown,0
2090,19/05/2025,19/05/2025,1692461,Unknown,0
2091,19/05/2025,19/05/2025,1,Unknown,0
2092,19/05/2025,19/05/2025,1,Unknown,0
2093,19/05/2025,19/05/2025,1,Unknown,0
2094,19/05/2025,19/05/2025,1692461,Unknown,0
2095,19/05/2025,19/05/2025,1,Unknown,0
2096,19/05/2025,19/05/2025,1,Unknown,0
2097,19/05/2025,19/05/2025,1692941,Unknown,0
2098,19/05/2025,19/05/2025,1,Unknown,0
2099,19/05/2025,19/05/2025,1,Unknown,0
2100,19/05/2025,19/05/2025,1,Unknown,0
2101,19/05/2025,19/05/2025,1,Unknown,0
2102,19/05/2025,19/05/2025,1692461,Unknown,0
2103,19/05/2025,19/05/2025,1,Unknown,0
2104,19/05/2025,19/05/2025,1,Unknown,0
2105,19/05/2025,19/05/2025,1692941,Unknown,0
2106,19/05/2025,19/05/2025,1692941,Unknown,0
2107,19/05/2025,26/10/2025,1692941,Unknown,0
2108,19/05/2025,19/05/2025,1,Unknown,0
2109,19/05/2025,19/05/2025,1,Unknown,0
2110,19/05/2025,19/05/2025,1,Unknown,0
2111,19/05/2025,02/09/2025,1692941,order,0
2112,19/05/2025,19/05/2025,1,Unknown,0
2113,19/05/2025,19/05/2025,1692461,Unknown,0
2114,19/05/2025,19/05/2025,1,Unknown,0
2115,19/05/2025,19/05/2025,1,Unknown,0
2116,19/05/2025,19/05/2025,1692941,Unknown,0
2117,19/05/2025,19/05/2025,1692941,Unknown,0
2118,19/05/2025,19/05/2025,1692941,Unknown,0
2119,19/05/2025,19/05/2025,1692941,Unknown,0
2120,19/05/2025,19/05/2025,1692941,Unknown,0
2121,19/05/2025,19/05/2025,1692941,Unknown,0
2122,19/05/2025,19/05/2025,1692941,Unknown,0
2123,20/05/2025,02/09/2025,1692941,Unknown,0
2124,20/05/2025,20/05/2025,1692941,Unknown,0
2125,20/05/2025,20/05/2025,1692941,storefront,0
2126,20/05/2025,20/05/2025,1692941,Unknown,0
2127,20/05/2025,20/05/2025,1692461,Unknown,0
2128,29/05/2025,02/09/2025,1692941,Unknown,0
2129,20/05/2025,20/05/2025,1692941,Unknown,0
2130,20/05/2025,20/05/2025,1692941,Unknown,0
2131,20/05/2025,20/05/2025,1692941,Unknown,0
2132,20/05/2025,20/05/2025,1692941,Unknown,0
2133,20/05/2025,20/05/2025,1692941,storefront,0
2134,20/05/2025,20/05/2025,1692941,storefront,0
2135,20/05/2025,20/05/2025,1692941,Unknown,0
2136,20/05/2025,20/05/2025,1692461,Unknown,0
2137,20/05/2025,20/05/2025,1692941,Unknown,0
2138,20/05/2025,20/05/2025,1692941,Unknown,0
2139,20/05/2025,20/05/2025,1692941,Unknown,0
2140,20/05/2025,20/05/2025,1692941,Unknown,0
2141,20/05/2025,20/05/2025,1692941,Unknown,0
2142,20/05/2025,20/05/2025,1692941,Unknown,0
2143,20/05/2025,20/05/2025,1692941,Unknown,0
2144,20/05/2025,20/05/2025,1692941,Unknown,0
2145,20/05/2025,20/05/2025,1692941,Unknown,0
2146,20/05/2025,20/05/2025,1692941,Unknown,0
2147,20/05/2025,20/05/2025,1,Unknown,0
2148,20/05/2025,20/05/2025,1,Unknown,0
2149,20/05/2025,20/05/2025,1,Unknown,0
2150,20/05/2025,20/05/2025,1,Unknown,0
