Product ID,Product Name,SKU,Type,Brand ID,Condition,Price,Sale Price,Cost Price,Retail Price,Calculated Price,Total Sold,View Count,Inventory Level,Inventory Warning Level,Is Visible,Availability,Weight,Categories,Category IDs,Is Featured,Custom Fields,In AU Storefront,In UK Storefront,In USA Storefront,Assigned Channel IDs,Variant Count,Variant SKUs,Min Variant Price,Max Variant Price,Page Title,Meta Description,Custom URL,Primary Image,Date Created,Date Modified
208,12-month Program Access to ABC Reading Eggs and ABC Mathseeds,ABCREMS12MTHSUB,digital,38,New,227.99,149.99,,227.99,149.99,427,0,0,0,True,available,0,"Reading,Maths,All Products,By Age,Preschool,Kindergarten,Primary,Brands,ABC Reading Eggs,ABC Mathseeds,Essential Skills,My First,Activity Books,Online Program,Program Access,Best Sellers,Gift Shop,Sale","24,25,29,30,53,54,55,65,70,76,77,78,79,165,166,175,177,182",True,"isDigital: true | ProductAccess: Reading, Math | SubscriptionPeriod: 12 | Short Description: Give your child 12 months of ABC Reading Eggs & Mathseeds. Fun, award-winning lessons build reading, phonics & maths skills, with progress tracking and rewards to keep learning exciting. Up to 4 children included. | Inventory: {sb:0,us:0}",Y,N,N,"1,1823086,1835881",1,ABCREMS12MTHSUB,227.99,227.99,12 Month Combined Subscription (ABC Reading Eggs + ABC Mathseeds) | Reading Eggs Shop,Subscribe your child to 12 months of learning with ABC Reading Eggs and ABC Mathseeds - the multi-award winning online reading and mathematics programs.,/12-Month-Combined-Subscription-abc-reading-eggs-abc-mathseeds/,https://cdn11.bigcommerce.com/s-sojvds60em/products/208/images/2139/Program_Access_AU__88256.1742523611.220.290.png?c=1,22/01/2025,14/05/2026
210,Kindergarten Reading Workbook – 240 Essential Reading Skills,9781742155081,physical,38,New,29.95,29.95,,29.95,29.95,2083,0,2971,0,True,available,1,"Reading,All Products,By Age,Homeschool,Activity Books,Kindergarten,Primary,Workbooks,Kindergarten (Ages 5–6),Primary (Ages 5–13),Best Sellers,Gift Shop,Free Workbook,Sale","24,29,30,33,34,51,52,88,143,154,175,177,180,182",False,"Inventory: {au:2594,uk:100,us:1500} | Vimeo Video Id: 1087647560 | Short Description: Build early reading confidence with the Kindergarten Essential Reading Skills workbook. 240 fun, self-paced lessons develop phonics, handwriting & comprehension, giving your child the best start.",Y,N,N,"1,1823086,1835881",1,9781742155081,29.95,29.95,Kindergarten Reading Workbook – 240 Reading Skills for Kindergarteners,"250+ pages of lessons and worksheets to build Kindergarten reading skills, including phonemic awareness, phonics, sight words and handwriting.",/kindergarten-reading-skills-workbook/,https://cdn11.bigcommerce.com/s-sojvds60em/products/210/images/1571/9781742155081-kindergarten-reading-workbook_2__77486.1740361219.220.290.png?c=1,22/01/2025,15/05/2026
211,Maths Activity Book 3 (Ages 3–5),9781742152141,physical,39,New,10.95,10.95,,10.95,10.95,711,0,1172,0,True,available,0.2,"Maths,All Products,By Age,Activity Books,Preschool,Kindergarten,Primary,Preschoolers (Ages 3–4),Toddlers (Ages 2–3),Education Gifts for 3 Year Olds,Kindergarten (Ages 5–6),Primary (Ages 5–13),Best Sellers,Gift Shop,Sale","25,29,30,34,53,54,55,59,60,61,143,154,175,177,182",False,"Inventory: {au:1456} | Short Description: Help your child build early maths skills with Mathseeds Activity Book 3! Fun lessons cover counting back, number lines, shapes, patterns, length & mass—making maths simple, hands-on & confidence-boosting.",Y,N,N,"1,1823086,1835881",1,9781742152141,10.95,10.95,Maths Activity Book 3 (Ages 3–5) – ABC Mathseeds,"ABC Mathseeds Activity Book 3 builds upon your child's existing early Maths skills, introducing simple addition, shapes and sequencing. Perfect for 3–5 years, this book fully supports and reinforces the online ABC Mathseeds program.",/abc-mathseeds-activity-book-3/,https://cdn11.bigcommerce.com/s-sojvds60em/products/211/images/1569/9781742152141-kids-maths-activity-book-3_2_1__42276.1740361085.220.290.png?c=1,22/01/2025,14/05/2026
212,My First Reading Comprehension Activity Book (Ages 5–7),9781742151656,physical,38,New,12.95,12.95,,12.95,12.95,557,0,860,0,True,available,0.62,"Reading,All Products,By Age,Activity Books,Kindergarten,Primary,Kindergarten (Ages 5–6),Primary (Ages 5–13),Best Sellers,Gift Shop,Sale","24,29,30,34,51,52,143,154,175,177,182",False,"Inventory: {au:2169} | Vimeo Video Id: 1087647990 | Short Description: Build your child’s confidence with My First Comprehension! Fun, engaging activities make understanding text simple, boosting skills for storybooks, articles and more. A perfect start to strong reading success.",Y,N,N,"1,1823086,1835881",1,9781742151656,12.95,12.95,My First Reading Comprehension Activity Book (Ages 5–7),The ABC Reading Eggs My First Comprehension activity book focuses on reading comprehension with a wide range of educational activities that children will enjoy.,/abc-reading-eggs-my-first-comprehension/,https://cdn11.bigcommerce.com/s-sojvds60em/products/212/images/1567/9781742151656-reading-comprehension-activity-book-elementary-kindergarten_2__35280.1740360910.220.290.png?c=1,22/01/2025,14/05/2026
214,Maths Workbook for Year 1 – 200 Essential Maths Skills,9781742155128,physical,39,New,29.95,29.95,,29.95,29.95,1985,0,763,0,True,available,1,"Maths,All Products,By Age,Homeschool,Activity Books,Preschool,Kindergarten,Primary,Brands,ABC Mathseeds,Essential Skills,My First,Activity Books,Workbooks,105,131,Primary (Ages 5–13),Best Sellers,Gift Shop,Free Workbook,Sale","25,29,30,33,34,53,54,55,65,76,77,78,79,88,105,131,154,175,177,180,182",False,"Inventory: {au:852} | Vimeo Video Id: 1087647364 | Short Description: Covers 200 Year 1 maths skills including numbers, shapes, time, money & problem solving. Fun, structured lessons build confidence and help kids succeed in just 15 minutes a day.",Y,N,N,"1,1823086,1835881",1,9781742155128,29.95,29.95,Year 1 Maths Workbook – 200 Essential Maths Skills,"260+ pages of lessons and worksheets to build Year 1 maths skills in numbers, operations, time, 2D and 3D shapes, measurement, geometry and problem solving.",/200-essential-maths-skills-for-year-1/,https://cdn11.bigcommerce.com/s-sojvds60em/products/214/images/1565/9781742155128-year-1-maths-workbook_2__31397.1740360875.220.290.png?c=1,22/01/2025,14/05/2026
215,Maths Activity Book 4 (Ages 3–5),9781742152158,physical,39,New,10.95,10.95,,10.95,10.95,656,0,1017,0,True,available,0.2,"Maths,All Products,By Age,Preschool,Kindergarten,Primary,Best Sellers,Gift Shop,Sale","25,29,30,53,54,55,175,177,182",False,"Inventory: {au:3077} | Short Description: Helps kids build early maths skills—counting & adding to 10, 3D shapes, time, patterns & capacity. A fun activity book that supports lessons 31–40 of the Mathseeds program or works on its own at home.",Y,N,N,"1,1823086,1835881",1,9781742152158,10.95,10.95,Maths Activity Book 4 (Ages 3–5) – ABC Mathseeds,"ABC Mathseeds Activity Book 4 reinforces your child's confidence in numbers 1 to 10, while introducing addition, patterns, time and capacity. Perfect for 3–5 years, this book fully supports and reinforces the online ABC Mathseeds program.",/abc-mathseeds-activity-book-4/,https://cdn11.bigcommerce.com/s-sojvds60em/products/215/images/1968/9781742152158-kids-maths-activity-book-4_2__22094.1740983009.220.290.png?c=1,22/01/2025,14/05/2026
216,Bee Bee Bear Hand Puppet – ABC Reading Eggs Critter (Ages 3+),9781742151663,physical,38,New,19.95,19.95,,19.95,19.95,39,0,205,0,True,available,0.35,"All Products,By Age,Games & Toys,Preschoolers (Ages 3–4),Toddlers (Ages 2–3),Education Gifts for 3 Year Olds,Kindergarten (Ages 5–6),Primary (Ages 5–13),Puppets,Best Sellers,Gift Shop,Sale","29,30,32,59,60,61,143,154,164,175,177,182",False,"Inventory: {au:156,us:0}",Y,N,N,"1,1823086,1835881",1,9781742151663,19.95,19.95,Bee Bee Bear Hand Puppet – ABC Reading Eggs Critter (Ages 3+),"Bee Bee Bear comes to life as a beautiful soft toy hand puppet, designed to enrich the Reading Eggs learning to read experience for young children.",/abc-reading-eggs-hand-puppet-bee-bee-bear/,https://cdn11.bigcommerce.com/s-sojvds60em/products/216/images/484/9781742151663-hand-puppet-bee-bee-bear_2_LR__68277.1737672886.220.290.jpg?c=1,22/01/2025,14/05/2026
218,Maths Workbook for Year 2 – 200 Essential Maths Skills,9781742155135,physical,39,New,29.95,29.95,,29.95,29.95,1547,0,2417,0,True,available,1,"Maths,All Products,By Age,Homeschool,Activity Books,Preschool,Kindergarten,Primary,Brands,ABC Mathseeds,Essential Skills,My First,Activity Books,Workbooks,105,131,Primary (Ages 5–13),Best Sellers,Gift Shop,Free Workbook,Sale","25,29,30,33,34,53,54,55,65,76,77,78,79,88,105,131,154,175,177,180,182",False,Inventory: {au:3373} | Vimeo Video Id: 1087646975,Y,N,N,"1,1823086,1835881",1,9781742155135,29.95,29.95,Year 2 Maths Workbook – 200 Essential Maths Skills,"260+ pages of lessons and worksheets to build Year 2 maths skills in numbers, addition, subtraction, fractions, geometry, measurement and problem solving.",/200-essential-maths-skills-for-year-2/,https://cdn11.bigcommerce.com/s-sojvds60em/products/218/images/1563/9781742155135-year-2-maths-workbook_2__85421.1740360825.220.290.png?c=1,22/01/2025,14/05/2026
219,ABC Mathseeds Posters (Ages 3–5),9781742152165,physical,39,New,10.95,10.95,,10.95,10.95,642,0,5155,0,True,available,0.2,"Maths,All Products,By Age,Preschool,Kindergarten,Primary,Preschoolers (Ages 3–4),Kindergarten (Ages 5–6),Primary (Ages 5–13),Best Sellers,Gift Shop,Sale","25,29,30,53,54,55,59,143,154,175,177,182",False,"Inventory: {au:154,us:0}",Y,N,N,"1,1823086,1835881",1,9781742152165,10.95,10.95,ABC Mathseeds – Posters | Reading Eggs Shop,"ABC Mathseeds Posters are the best way to reinforce the basic Maths skills taught in the ABC Mathseeds Activity Books. Brightly coloured and perfect for 3–5 years, these posters fully support the online ABC Mathseeds program.",/abc-mathseeds-posters/,https://cdn11.bigcommerce.com/s-sojvds60em/products/219/images/526/9781742152165-mathseeds-maths-posters_1_LR__76442.1737674995.220.290.jpg?c=1,22/01/2025,14/05/2026
220,Frogfish Hand Puppet – ABC Reading Eggs Critter (Ages 3+),9781742151670,physical,38,New,19.95,19.95,,19.95,19.95,17,0,549,0,True,available,0.22,"All Products,By Age,Games & Toys,Preschoolers (Ages 3–4),Toddlers (Ages 2–3),Education Gifts for 3 Year Olds,Kindergarten (Ages 5–6),Primary (Ages 5–13),Puppets,Best Sellers,Gift Shop,Sale","29,30,32,59,60,61,143,154,164,175,177,182",False,"Inventory: {au:530,us:0}",Y,N,N,"1,1823086,1835881",1,9781742151670,19.95,19.95,Frogfish Hand Puppet – ABC Reading Eggs Critter (Ages 3+),"Frogfish comes to life as a beautiful soft toy hand puppet, designed to enrich the Reading Eggs learning to read experience for young children.",/abc-reading-eggs-hand-puppet-frogfish/,https://cdn11.bigcommerce.com/s-sojvds60em/products/220/images/482/9781742151670-hand-puppet-frogfish_1_LR__39819.1737672792.220.290.jpg?c=1,22/01/2025,14/05/2026
224,Maths Workbook for Kindergarten – 200 Essential Maths Skills,9781742155111,physical,39,New,29.95,29.95,,29.95,29.95,1917,0,845,0,True,available,1,"Maths,All Products,By Age,Homeschool,Activity Books,Preschool,Kindergarten,Primary,Brands,ABC Mathseeds,Essential Skills,My First,Activity Books,Workbooks,105,131,Kindergarten (Ages 5–6),Primary (Ages 5–13),Best Sellers,Gift Shop,Free Workbook,Sale","25,29,30,33,34,53,54,55,65,76,77,78,79,88,105,131,143,154,175,177,180,182",False,Inventory: {au:1860} | Vimeo Video Id: 1087647319,Y,N,N,"1,1823086,1835881",1,9781742155111,29.95,29.95,Kindergarten Maths Workbook – 200 Essential Maths Skills,"260+ pages of lessons and worksheets to build Kindergarten maths skills in numbers, patterns, time, addition, subtraction, geometry and measurement.",/200-essential-maths-skills-for-kindergarten/,https://cdn11.bigcommerce.com/s-sojvds60em/products/224/images/1561/9781742155111-kindergarten-maths-workbook_2__40229.1740360750.220.290.png?c=1,22/01/2025,15/05/2026
225,Maths Sticker Activity Book – ABC Mathseeds (Ages 4–6),9781742152172,physical,39,New,12.95,12.95,,12.95,12.95,339,0,105,0,False,available,0.2,"Maths,All Products,By Age,Activity Books,Preschool,Kindergarten,Primary,Preschoolers (Ages 3–4),Education Gifts for 3 Year Olds,Sticker Books,Kindergarten (Ages 5–6),Primary (Ages 5–13),Best Sellers,Gift Shop,Sale","25,29,30,34,53,54,55,59,61,84,143,154,175,177,182",False,Inventory: {au:0},Y,N,N,"1,1823086,1835881",1,9781742152172,12.95,12.95,Maths Sticker Activity Book – ABC Mathseeds (Ages 4–6),"The ABC Mathseeds Sticker Activity Book makes learning fun as your child uses stickers to answer early Maths questions. Perfect for 4–6 years, these books will engage your child and increase their confidence in learning new skills.",/abc-mathseeds-sticker-book/,https://cdn11.bigcommerce.com/s-sojvds60em/products/225/images/1559/9781742152172-kids-maths-stickers-activity-book_2__76714.1740360720.220.290.png?c=1,22/01/2025,06/07/2025
226,Marshmallow Mouse Hand Puppet – ABC Reading Eggs Critter (Ages 3+),9781742151687,physical,38,New,19.95,19.95,,19.95,19.95,37,0,570,0,True,available,0.28,"All Products,By Age,Games & Toys,Preschoolers (Ages 3–4),Toddlers (Ages 2–3),Education Gifts for 3 Year Olds,Kindergarten (Ages 5–6),Primary (Ages 5–13),Puppets,Best Sellers,Gift Shop,Sale","29,30,32,59,60,61,143,154,164,175,177,182",False,"Inventory: {au:528,us:0}",Y,N,N,"1,1823086,1835881",1,9781742151687,19.95,19.95,Marshmallow Mouse Hand Puppet – ABC Reading Eggs Critter (Ages 3+),"Marshmallow Mouse comes to life as a beautiful soft toy hand puppet, designed to enrich the Reading Eggs learning to read experience for young children.",/abc-reading-eggs-hand-puppet-marshmallow-mouse/,https://cdn11.bigcommerce.com/s-sojvds60em/products/226/images/481/9781742151687-hand-puppet-marshmallow-mouse_1_LR__24218.1737672716.220.290.jpg?c=1,22/01/2025,14/05/2026
228,ABC Reading Eggs Rewards Sticker Book,9781742152950,physical,39,New,7.95,7.95,,7.95,7.95,0,0,27,0,False,available,0.1,"Reading,All Products,By Age,42,ABC Reading Eggs,Best Sellers,Gift Shop,179,Sale","24,29,30,42,70,175,177,179,182",False,"Inventory: {au:0,us:27,sb:27}",Y,N,Y,"1,1692941,1823086,1835881,1837891,1837908",1,9781742152950,7.95,7.95,ABC Reading Eggs Rewards Sticker Book | Reading Eggs Shop,The ABC Reading Eggs Rewards Sticker Book is a wonderful way to reward children for their progress in the ABC Reading Eggs program. ,/abc-reading-eggs-rewards-sticker-book/,,22/01/2025,15/05/2026
229,ABC Mathseeds - Flashcards (Ages 4–6),9781742152189,physical,39,New,15.95,15.95,,15.95,15.95,694,0,100,0,True,available,0.2,"Maths,All Products,By Age,Games & Toys,Preschool,Kindergarten,Primary,Preschoolers (Ages 3–4),Flash Cards,Kindergarten (Ages 5–6),Primary (Ages 5–13),Best Sellers,Gift Shop,Sale","25,29,30,32,53,54,55,59,85,143,154,175,177,182",False,Inventory: {au:1543},Y,N,N,"1,1823086,1835881",1,9781742152189,15.95,15.95,ABC Mathseeds - Flashcards | Reading Eggs Shop,"ABC Mathseeds Flashcards makes learning fun as your child uses stickers to answer early Maths questions. Perfect for 4–6 years, these books will engage your child and increase their confidence in learning new skills.",/abc-mathseeds-flashcards/,https://cdn11.bigcommerce.com/s-sojvds60em/products/229/images/1557/9781742152189-kids-flashcards-maths-numbers-counting_2__11527.1740360648.220.290.png?c=1,22/01/2025,14/05/2026
230,Octopuss Hand Puppet – ABC Reading Eggs Critter (Ages 3+),9781742151694,physical,38,New,19.95,19.95,,19.95,19.95,25,0,307,0,True,available,0.29,"All Products,By Age,Games & Toys,Preschoolers (Ages 3–4),Toddlers (Ages 2–3),Education Gifts for 3 Year Olds,Kindergarten (Ages 5–6),Primary (Ages 5–13),Puppets,Best Sellers,Gift Shop,Sale","29,30,32,59,60,61,143,154,164,175,177,182",False,"Inventory: {au:280,us:0}",Y,N,N,"1,1823086,1835881",1,9781742151694,19.95,19.95,Octopuss Hand Puppet – ABC Reading Eggs Critter (Ages 3+),"Octopuss comes to life as a beautiful soft toy hand puppet, designed to enrich the Reading Eggs learning to read experience for young children.",/abc-reading-eggs-hand-puppet-octopuss/,https://cdn11.bigcommerce.com/s-sojvds60em/products/230/images/480/9781742151694-hand-puppet-octopuss_1_LR__19015.1737672609.220.290.jpg?c=1,22/01/2025,14/05/2026
233,12-month Program Access Gift E-Voucher to ABC Reading Eggs and ABC Mathseeds,REMS12MTHGVAU,digital,38,New,227.99,149.99,,227.99,149.99,129,0,0,0,True,available,0,"Reading,Maths,All Products,By Age,Preschool,Preschoolers (Ages 3–4),ABC Reading Eggs,ABC Mathseeds,Online Program,Program Access Voucher,Best Sellers,Gift Shop,Sale","24,25,29,30,50,59,70,76,165,167,175,177,182",True,"ProductAccess: Reading, Math | SubscriptionPeriod: 12 | isDigital: true | Inventory: {sb:0,us:0}",Y,N,N,"1,1823086,1835881",1,REMS12MTHGVAU,227.99,227.99,12 Month Gift Voucher (ABC Reading Eggs + ABC Mathseeds) | Reading Eggs Shop,Subscribe your child to 12 months of learning with ABC Reading Eggs and ABC Mathseeds - the multi-award winning online reading and mathematics programs.,/12-month-subscription-gift-e-voucher-to-abc-reading-eggs-and-abc-mathseeds/,https://cdn11.bigcommerce.com/s-sojvds60em/products/233/images/2138/Program_Access_eVoucher_AU__58400.1742523585.220.290.png?c=1,22/01/2025,14/05/2026
235,Pinkipoo Hand Puppet – ABC Reading Eggs Critter (Ages 3+),9781742151700,physical,38,New,19.95,19.95,,19.95,19.95,40,0,239,0,True,available,0.25,"All Products,By Age,Games & Toys,Preschoolers (Ages 3–4),Toddlers (Ages 2–3),Education Gifts for 3 Year Olds,Kindergarten (Ages 5–6),Primary (Ages 5–13),Puppets,Best Sellers,Gift Shop,Sale","29,30,32,59,60,61,143,154,164,175,177,182",False,"Inventory: {au:158,us:0}",Y,N,N,"1,1823086,1835881",1,9781742151700,19.95,19.95,Pinkipoo Hand Puppet – ABC Reading Eggs Critter (Ages 3+),"Pinkipoo comes to life as a beautiful soft toy hand puppet, designed to enrich the Reading Eggs learning to read experience for young children.",/abc-reading-eggs-hand-puppet-pinkipoo/,https://cdn11.bigcommerce.com/s-sojvds60em/products/235/images/478/9781742151700-hand-puppet-pinkipoo_1_LR__51849.1737672464.220.290.jpg?c=1,22/01/2025,14/05/2026
238,Maths Activity Book 6 (Ages 4–6),9781742152882,physical,39,New,10.95,10.95,,10.95,10.95,116,0,2094,0,True,available,0.2,"Maths,All Products,By Age,Activity Books,Preschool,Kindergarten,Primary,Preschoolers (Ages 3–4),Kindergarten (Ages 5–6),Primary (Ages 5–13),Best Sellers,Gift Shop,Sale","25,29,30,34,53,54,55,59,143,154,175,177,182",False,Inventory: {au:1914},Y,N,N,"1,1823086,1835881",1,9781742152882,10.95,10.95,Maths Activity Book 6 (Ages 4–6) – ABC Mathseeds,"ABC Mathseeds Activity Book 6 is an excellent way for your child to learn the numbers to 10 and other early Maths skills. Perfect for 4–6 years, this book fully supports and reinforces the online ABC Mathseeds program.",/abc-mathseeds-activity-book-6/,https://cdn11.bigcommerce.com/s-sojvds60em/products/238/images/1555/9781742152882-maths-activity-book-6-preschool-kindergarten_2__15351.1740360610.220.290.png?c=1,22/01/2025,14/05/2026
240,My First Vocabulary Activity Book (Ages 5–7),9781742151717,physical,38,New,12.95,12.95,,12.95,12.95,208,0,448,0,True,available,0.61,"Reading,All Products,By Age,Activity Books,Kindergarten,Primary,Kindergarten (Ages 5–6),Primary (Ages 5–13),Best Sellers,Gift Shop,Sale","24,29,30,34,51,52,143,154,175,177,182",False,Inventory: {au:1574} | Vimeo Video Id: 1087648046,Y,N,N,"1,1823086,1835881",1,9781742151717,12.95,12.95,My First Vocabulary Activity Book (Ages 5–7),The ABC Reading Eggs My First Vocabulary activity book focuses on developing vocabulary with a wide range of educational activities that children will enjoy.,/abc-reading-eggs-my-first-vocabulary/,https://cdn11.bigcommerce.com/s-sojvds60em/products/240/images/1553/9781742151717-vocabulary-practice-activity-book-elementary-kindergarten_2__13456.1740360566.220.290.png?c=1,22/01/2025,14/05/2026
241,Maths Activity Book 7 (Ages 4–6),9781742152899,physical,39,New,10.95,10.95,,10.95,10.95,102,0,480,0,True,available,0.2,"Maths,All Products,By Age,Activity Books,Preschool,Kindergarten,Primary,Preschoolers (Ages 3–4),Kindergarten (Ages 5–6),Primary (Ages 5–13),Best Sellers,Gift Shop,Sale","25,29,30,34,53,54,55,59,143,154,175,177,182",False,Inventory: {au:240},Y,N,N,"1,1823086,1835881",1,9781742152899,10.95,10.95,Maths Activity Book 7 (Ages 4–6) – ABC Mathseeds,"ABC Mathseeds Activity Book 7 is an excellent way for your child to learn the numbers to 10 and other early Maths skills. Perfect for 4–6 years, this book fully supports and reinforces the online ABC Mathseeds program.",/abc-mathseeds-activity-book-7/,https://cdn11.bigcommerce.com/s-sojvds60em/products/241/images/1551/9781742152899-maths-activity-book-7-preschool-kindergarten_2__12838.1740360491.220.290.png?c=1,22/01/2025,14/05/2026
243,My First Sight Words Activity Book (Ages 5–7),9781742151724,physical,38,New,12.95,12.95,,12.95,12.95,850,0,3446,0,True,available,0.61,"Reading,All Products,By Age,Activity Books,Kindergarten,Primary,Kindergarten (Ages 5–6),Primary (Ages 5–13),Best Sellers,Gift Shop,Sale","24,29,30,34,51,52,143,154,175,177,182",False,Inventory: {au:1685} | Vimeo Video Id: 1087648092,Y,N,N,"1,1823086,1835881",1,9781742151724,12.95,12.95,My First Sight Words Activity Book (Ages 5–7),The ABC Reading Eggs My First Sight Words activity book focuses on teaching sight words with a wide range of educational activities that children will enjoy.,/abc-reading-eggs-my-first-sight-words/,https://cdn11.bigcommerce.com/s-sojvds60em/products/243/images/1549/9781742151724-sight-word-games-activity-book_2__78103.1740360413.220.290.png?c=1,22/01/2025,14/05/2026
244,My First Handwriting Activity Book (Ages 4–6),9781742151731,physical,38,New,12.95,12.95,,12.95,12.95,1155,0,1043,0,True,available,0.62,"All Products,By Age,Activity Books,Preschoolers (Ages 3–4),Kindergarten (Ages 5–6),Primary (Ages 5–13),Best Sellers,Gift Shop,Sale","29,30,34,59,143,154,175,177,182",False,Inventory: {au:2988} | Vimeo Video Id: 1087648133,Y,N,N,"1,1823086,1835881",1,9781742151731,12.95,12.95,My First Handwriting Activity Book (Ages 4–6),The ABC Reading Eggs My First Handwriting focuses on handwriting with a wide range of educational activities that children will enjoy.,/abc-reading-eggs-my-first-handwriting/,https://cdn11.bigcommerce.com/s-sojvds60em/products/244/images/1547/9781742151731-handwriting-practice-prewriting-activity-book_2__05892.1740359630.220.290.png?c=1,22/01/2025,14/05/2026
256,Beginning to Read Mini Books – Pack 6 (Ages 5–7),9781742150765,physical,38,New,0,,,,,2381,0,76,0,True,available,0.99,"Reading,28,All Products,By Age,Book Packs,35,37,38,42,43,45,46,Kindergarten,Primary,Mini Book Packs,90,91,101,111,112,118,126,Kindergarten (Ages 5–6),Primary (Ages 5–13),156,157,159,Best Sellers,Gift Shop,178,179,Sale,183,184","24,28,29,30,31,35,37,38,42,43,45,46,51,52,63,90,91,101,111,112,118,126,143,154,156,157,159,175,177,178,179,182,183,184",False,"Inventory: {au:994,us:76,uk:423,sb:296} | Vimeo Video Id: 1087648708",Y,Y,Y,"1,1692461,1692941,1823086,1835881,1837891,1837898,1837908",1,9781742150765,,,Beginning to Read Mini Books – Pack 6 | Ages 5–7,"Ten learn-to-read mini-books, stickers and a poster to track progress. Designed for beginner readers to learn phonics and sight words and build vocabulary.",/reading-eggs-beginning-to-read-book-pack-6/,https://cdn11.bigcommerce.com/s-sojvds60em/products/256/images/1545/9781742150765-learning-to-read-mini-books-pack-6_2__57135.1740359589.220.290.png?c=1,22/01/2025,15/05/2026
257,Wind Up World Sticker Activity Book – The Eggsperts (Ages 3–5),9781742152912,physical,38,New,9.95,9.95,,9.95,9.95,394,0,302,0,True,available,1,"Reading,All Products,By Age,Activity Books,Preschool,Kindergarten,Primary,Preschoolers (Ages 3–4),Toddlers (Ages 2–3),Education Gifts for 3 Year Olds,Sticker Books,Kindergarten (Ages 5–6),Primary (Ages 5–13),Best Sellers,Gift Shop,Sale","24,29,30,34,50,51,52,59,60,61,84,143,154,175,177,182",False,Inventory: {au:383},Y,N,N,"1,1823086,1835881",1,9781742152912,9.95,9.95,Wind Up World Sticker Activity Book – The Eggsperts (Ages 3–5),The Eggsperts Sticker Activity Books are an excellent way for 3-5 year olds to learn early reading and phonics skills.,/the-eggsperts-sticker-activity-book-wind-up-world/,https://cdn11.bigcommerce.com/s-sojvds60em/products/257/images/1544/9781742152912-kids-stickers-activity-book-eggsperts-wind-up-world_2__09953.1740359473.220.290.png?c=1,22/01/2025,15/05/2026
258,Beginning to Read Mini Books – Pack 7 (Ages 5–7),9781742150772,physical,38,New,0,,,,,2358,0,121,30,True,available,1.1,"Reading,28,All Products,By Age,Book Packs,35,37,38,42,43,45,46,Kindergarten,Primary,Mini Book Packs,90,91,101,111,112,118,126,Kindergarten (Ages 5–6),Primary (Ages 5–13),156,157,159,Best Sellers,Gift Shop,178,179,Sale,183,184","24,28,29,30,31,35,37,38,42,43,45,46,51,52,63,90,91,101,111,112,118,126,143,154,156,157,159,175,177,178,179,182,183,184",False,"Inventory: {au:1671,us:121,uk:359,sb:340} | Vimeo Video Id: 1087648766",Y,Y,Y,"1,1692461,1692941,1823086,1835881,1837891,1837898,1837908",1,9781742150772,,,Beginning to Read Mini Books – Pack 7 | Ages 5–7,"Ten learn-to-read mini-books, stickers and a poster to track progress. Designed for beginner readers to learn phonics and sight words and build vocabulary.",/reading-eggs-beginning-to-read-book-pack-7/,https://cdn11.bigcommerce.com/s-sojvds60em/products/258/images/1542/9781742150772-learning-to-read-mini-books-pack-7_2__71039.1740359446.220.290.png?c=1,22/01/2025,15/05/2026
259,Butterfly Garden Sticker Activity Book – The Eggsperts (Ages 3–5),9781742152929,physical,38,New,9.95,9.95,,9.95,9.95,459,0,682,0,True,available,1,"Reading,All Products,By Age,Activity Books,Preschool,Kindergarten,Primary,Preschoolers (Ages 3–4),Toddlers (Ages 2–3),Education Gifts for 3 Year Olds,Sticker Books,Kindergarten (Ages 5–6),Primary (Ages 5–13),Best Sellers,Gift Shop,Sale","24,29,30,34,50,51,52,59,60,61,84,143,154,175,177,182",False,Inventory: {au:438},Y,N,N,"1,1823086,1835881",1,9781742152929,9.95,9.95,Butterfly Garden Sticker Activity Book – The Eggsperts (Ages 3–5),The Eggsperts Sticker Activity Books are an excellent way for 3-5 year olds to learn early reading and phonics skills.,/the-eggsperts-sticker-activity-book-butterfly-garden/,https://cdn11.bigcommerce.com/s-sojvds60em/products/259/images/1541/9781742152929-kids-stickers-activity-book-eggsperts-butterfly-garden_2__01886.1740359419.220.290.png?c=1,22/01/2025,15/05/2026
260,Beginning to Read Mini Books – Pack 8 (Ages 5–7),9781742150789,physical,38,New,0,,,,,2364,0,95,0,True,available,1.1,"Reading,28,All Products,By Age,Book Packs,35,37,38,42,43,45,46,Kindergarten,Primary,Mini Book Packs,90,91,101,111,112,118,126,Kindergarten (Ages 5–6),Primary (Ages 5–13),156,157,159,Best Sellers,Gift Shop,178,179,Sale,183,184","24,28,29,30,31,35,37,38,42,43,45,46,51,52,63,90,91,101,111,112,118,126,143,154,156,157,159,175,177,178,179,182,183,184",False,"Inventory: {au:1441,us:95,uk:347,sb:307} | Vimeo Video Id: 1087648368",Y,Y,Y,"1,1692461,1692941,1823086,1835881,1837891,1837898,1837908",1,9781742150789,,,Beginning to Read Mini Books – Pack 8 | Ages 5–7,"Ten learn-to-read mini-books, stickers and a poster to track progress. Designed for beginner readers to learn phonics and sight words and build vocabulary.",/reading-eggs-beginning-to-read-book-pack-8/,https://cdn11.bigcommerce.com/s-sojvds60em/products/260/images/1539/9781742150789-learning-to-read-mini-books-pack-8_2__35779.1740359379.220.290.png?c=1,22/01/2025,15/05/2026
